invoice_number,vendor_id,what_for,amount_usd,invoice_date,approval_path
INV-2026-02113,VEN046,legal advisory,21839.77,2025-06-07,manager_under_25k
INV-2026-02136,VEN061,software licenses,14448.26,2025-06-07,manager_under_25k
INV-2026-00121,VEN079,software licenses,28470.29,2025-06-08,manager_under_25k
INV-2026-00200,VEN056,training services,14161.55,2025-06-08,manager_under_25k
INV-2026-00211,VEN018,recruitment,20100.83,2025-06-08,manager_under_25k
INV-2026-01132,VEN005,managed print,11306.94,2025-06-08,manager_under_25k
INV-2026-01152,VEN016,utilities,39349.16,2025-06-08,cfo_over_25k
INV-2026-02252,VEN006,strategy consulting,75996.29,2025-06-08,cfo_over_25k
INV-2026-00100,VEN018,recruitment,29362.29,2025-06-09,cfo_over_25k
INV-2026-00375,VEN022,legal advisory,22492.63,2025-06-09,manager_under_25k
INV-2026-00486,VEN030,cloud hosting,16432.57,2025-06-09,manager_under_25k
INV-2026-00681,VEN077,corporate travel,15839.02,2025-06-09,manager_under_25k
INV-2026-00947,VEN027,corporate travel,12480.39,2025-06-09,manager_under_25k
INV-2026-01255,VEN069,audit and tax,12907.09,2025-06-09,manager_under_25k
INV-2026-01691,VEN016,utilities,66537.68,2025-06-09,cfo_over_25k
INV-2026-02097,VEN042,audit and tax,38830.53,2025-06-09,cfo_over_25k
INV-2026-00094,VEN013,audit and tax,26059.82,2025-06-10,cfo_over_25k
INV-2026-00837,VEN016,utilities,28290.72,2025-06-10,cfo_over_25k
INV-2026-00875,VEN022,legal advisory,25373.8,2025-06-10,cfo_over_25k
INV-2026-01111,VEN068,industrial consumables,6264.1,2025-06-10,manager_under_25k
INV-2026-01643,VEN043,utilities,28372.71,2025-06-10,cfo_over_25k
INV-2026-02046,VEN058,security services,6378.2,2025-06-10,manager_under_25k
INV-2026-02073,VEN001,office supplies,18084.87,2025-06-10,manager_under_25k
INV-2026-02692,VEN075,training services,9689.86,2025-06-10,manager_under_25k
INV-2026-00089,VEN013,audit and tax,49053.48,2025-06-11,cfo_over_25k
INV-2026-00221,VEN051,recruitment,25211.61,2025-06-11,cfo_over_25k
INV-2026-00222,VEN046,legal advisory,16926.64,2025-06-11,manager_under_25k
INV-2026-00409,VEN022,legal advisory,38725.1,2025-06-11,cfo_over_25k
INV-2026-00587,VEN036,security services,23827.82,2025-06-11,manager_under_25k
INV-2026-02167,VEN046,legal advisory,32656.59,2025-06-11,cfo_over_25k
INV-2026-02266,VEN048,cleaning services,8473.29,2025-06-11,manager_under_25k
INV-2026-02873,VEN057,marketing services,24162.62,2025-06-11,manager_under_25k
INV-2026-02903,VEN062,HR advisory,12769.3,2025-06-11,manager_under_25k
INV-2026-00191,VEN079,software licenses,27209.1,2025-06-12,cfo_over_25k
INV-2026-00548,VEN062,HR advisory,12309.94,2025-06-12,manager_under_25k
INV-2026-00839,VEN034,legal advisory,37219.9,2025-06-12,cfo_over_25k
INV-2026-00878,VEN041,translation services,5260.98,2025-06-12,manager_under_25k
INV-2026-00915,VEN018,recruitment,37122.57,2025-06-12,cfo_over_25k
INV-2026-00994,VEN060,legal advisory,33894.89,2025-06-12,cfo_over_25k
INV-2026-01728,VEN059,corporate travel,13589.85,2025-06-12,manager_under_25k
INV-2026-01956,VEN015,fleet lease,57505.77,2025-06-12,cfo_over_25k
INV-2026-02653,VEN066,couriers,8928.16,2025-06-12,manager_under_25k
INV-2026-02883,VEN028,strategy consulting,43703.6,2025-06-12,cfo_over_25k
INV-2026-02977,VEN036,security services,17340.55,2025-06-12,manager_under_25k
INV-2026-00252,VEN018,recruitment,21287.41,2025-06-13,manager_under_25k
INV-2026-00328,VEN021,training services,11260.7,2025-06-13,manager_under_25k
INV-2026-00412,VEN020,catering,10174.65,2025-06-13,manager_under_25k
INV-2026-00595,VEN013,audit and tax,58553.67,2025-06-13,cfo_over_25k
INV-2026-01171,VEN034,legal advisory,14448.84,2025-06-13,manager_under_25k
INV-2026-01924,VEN003,marketing services,21518.03,2025-06-13,manager_under_25k
INV-2026-02598,VEN014,cleaning services,13853.17,2025-06-13,manager_under_25k
INV-2026-02748,VEN071,IT support,11204.9,2025-06-13,manager_under_25k
INV-2026-00236,VEN028,strategy consulting,50260.76,2025-06-14,cfo_over_25k
INV-2026-00472,VEN059,corporate travel,10075.2,2025-06-14,manager_under_25k
INV-2026-00544,VEN058,security services,15535.78,2025-06-14,manager_under_25k
INV-2026-01362,VEN046,legal advisory,43471.21,2025-06-14,cfo_over_25k
INV-2026-01511,VEN038,marketing services,21409.18,2025-06-14,manager_under_25k
INV-2026-02509,VEN024,marketing services,17827.17,2025-06-14,manager_under_25k
INV-2026-02720,VEN056,training services,19495.28,2025-06-14,manager_under_25k
INV-2026-02838,VEN006,strategy consulting,111009.49,2025-06-14,cfo_over_25k
INV-2026-00860,VEN076,utilities,25485.82,2025-06-15,cfo_over_25k
INV-2026-01144,VEN006,strategy consulting,98211.73,2025-06-15,cfo_over_25k
INV-2026-01235,VEN072,marketing services,20671.99,2025-06-15,manager_under_25k
INV-2026-01605,VEN061,software licenses,18381.14,2025-06-15,manager_under_25k
INV-2026-01707,VEN019,security services,33076.37,2025-06-15,cfo_over_25k
INV-2026-02240,VEN018,recruitment,30914.5,2025-06-15,cfo_over_25k
INV-2026-02542,VEN074,cleaning services,5953.26,2025-06-15,manager_under_25k
INV-2026-02627,VEN004,legal advisory,27561.4,2025-06-15,cfo_over_25k
INV-2026-02844,VEN035,couriers,11366.77,2025-06-15,manager_under_25k
INV-2026-00311,VEN015,fleet lease,28865.08,2025-06-16,cfo_over_25k
INV-2026-00913,VEN027,corporate travel,16206.44,2025-06-16,manager_under_25k
INV-2026-01094,VEN014,cleaning services,7726.94,2025-06-16,manager_under_25k
INV-2026-01807,VEN023,IT support,10298.76,2025-06-16,manager_under_25k
INV-2026-01917,VEN036,security services,22412.91,2025-06-16,manager_under_25k
INV-2026-02576,VEN076,utilities,29087.61,2025-06-16,cfo_over_25k
INV-2026-02741,VEN053,couriers,7719.03,2025-06-16,manager_under_25k
INV-2026-00172,VEN032,software licenses,18197.27,2025-06-17,manager_under_25k
INV-2026-00223,VEN027,corporate travel,16372.22,2025-06-17,manager_under_25k
INV-2026-00243,VEN022,legal advisory,31181.29,2025-06-17,cfo_over_25k
INV-2026-00340,VEN028,strategy consulting,26680.32,2025-06-17,cfo_over_25k
INV-2026-00452,VEN024,marketing services,18322.51,2025-06-17,manager_under_25k
INV-2026-00684,VEN014,cleaning services,5685.1,2025-06-17,manager_under_25k
INV-2026-01149,VEN064,managed print,7341.09,2025-06-17,manager_under_25k
INV-2026-01167,VEN018,recruitment,36263.48,2025-06-17,cfo_over_25k
INV-2026-01448,VEN071,IT support,12423.26,2025-06-17,manager_under_25k
INV-2026-00041,VEN043,utilities,23234.91,2025-06-18,manager_under_25k
INV-2026-00775,VEN046,legal advisory,23499.56,2025-06-18,manager_under_25k
INV-2026-01426,VEN076,utilities,22942.88,2025-06-18,manager_under_25k
INV-2026-02322,VEN009,corporate travel,30629.04,2025-06-18,cfo_over_25k
INV-2026-02373,VEN060,legal advisory,23077.73,2025-06-18,manager_under_25k
INV-2026-02918,VEN013,audit and tax,51255.74,2025-06-18,cfo_over_25k
INV-2026-00812,VEN069,audit and tax,26646.12,2025-06-19,cfo_over_25k
INV-2026-01099,VEN043,utilities,22586.46,2025-06-19,manager_under_25k
INV-2026-01306,VEN003,marketing services,38549.63,2025-06-19,cfo_over_25k
INV-2026-01333,VEN056,training services,9983.11,2025-06-19,manager_under_25k
INV-2026-01521,VEN014,cleaning services,10149.73,2025-06-19,manager_under_25k
INV-2026-01524,VEN063,cloud hosting,32368.71,2025-06-19,cfo_over_25k
INV-2026-01700,VEN017,translation services,9016.75,2025-06-19,manager_under_25k
INV-2026-01702,VEN070,recruitment,14037.06,2025-06-19,manager_under_25k
INV-2026-02119,VEN002,software licenses,21227.06,2025-06-19,manager_under_25k
INV-2026-02719,VEN003,marketing services,22637.6,2025-06-19,manager_under_25k
INV-2026-02799,VEN018,recruitment,21020.85,2025-06-19,manager_under_25k
INV-2026-02891,VEN024,marketing services,35100.24,2025-06-19,cfo_over_25k
INV-2026-00144,VEN028,strategy consulting,20606.93,2025-06-20,manager_under_25k
INV-2026-00492,VEN067,insurance broking,13455.91,2025-06-20,manager_under_25k
INV-2026-00502,VEN014,cleaning services,14263.38,2025-06-20,manager_under_25k
INV-2026-00849,VEN010,cloud hosting,25090.72,2025-06-20,cfo_over_25k
INV-2026-00971,VEN037,catering,6644.29,2025-06-20,manager_under_25k
INV-2026-01441,VEN027,corporate travel,11474.82,2025-06-20,manager_under_25k
INV-2026-01754,VEN060,legal advisory,27334.86,2025-06-20,cfo_over_25k
INV-2026-02198,VEN006,strategy consulting,75140.78,2025-06-20,cfo_over_25k
INV-2026-02699,VEN006,strategy consulting,87522.29,2025-06-20,cfo_over_25k
INV-2026-00975,VEN042,audit and tax,32163.77,2025-06-21,cfo_over_25k
INV-2026-01234,VEN011,market research,15298.32,2025-06-21,manager_under_25k
INV-2026-01539,VEN015,fleet lease,28588.44,2025-06-21,cfo_over_25k
INV-2026-02108,VEN013,audit and tax,33712.25,2025-06-21,cfo_over_25k
INV-2026-02670,VEN061,software licenses,10400.9,2025-06-21,manager_under_25k
INV-2026-02950,VEN052,IT support,14091.53,2025-06-21,manager_under_25k
INV-2026-00157,VEN020,catering,25980.85,2025-06-22,cfo_over_25k
INV-2026-00174,VEN021,training services,10274.67,2025-06-22,manager_under_25k
INV-2026-00936,VEN041,translation services,5897.2,2025-06-22,manager_under_25k
INV-2026-01037,VEN047,insurance broking,18132.75,2025-06-22,manager_under_25k
INV-2026-01048,VEN006,strategy consulting,51764.59,2025-06-22,cfo_over_25k
INV-2026-01151,VEN071,IT support,9649.52,2025-06-22,manager_under_25k
INV-2026-01476,VEN070,recruitment,15193.98,2025-06-22,manager_under_25k
INV-2026-01715,VEN065,office supplies,5490.31,2025-06-22,manager_under_25k
INV-2026-01867,VEN068,industrial consumables,6392.43,2025-06-22,manager_under_25k
INV-2026-01872,VEN023,IT support,19949.6,2025-06-22,manager_under_25k
INV-2026-02012,VEN077,corporate travel,12999.79,2025-06-22,manager_under_25k
INV-2026-02372,VEN036,security services,8134.09,2025-06-22,manager_under_25k
INV-2026-02374,VEN054,marketing services,15602.9,2025-06-22,manager_under_25k
INV-2026-02714,VEN018,recruitment,16483.26,2025-06-22,manager_under_25k
INV-2026-00101,VEN038,marketing services,29384.38,2025-06-23,cfo_over_25k
INV-2026-00313,VEN053,couriers,11881.04,2025-06-23,manager_under_25k
INV-2026-00790,VEN032,software licenses,29409.86,2025-06-23,cfo_over_25k
INV-2026-01103,VEN015,fleet lease,44760.66,2025-06-23,cfo_over_25k
INV-2026-01170,VEN010,cloud hosting,28510.94,2025-06-23,cfo_over_25k
INV-2026-01302,VEN061,software licenses,12020.24,2025-06-23,manager_under_25k
INV-2026-01373,VEN014,cleaning services,12977.18,2025-06-23,manager_under_25k
INV-2026-01852,VEN016,utilities,57415.55,2025-06-23,cfo_over_25k
INV-2026-02725,VEN055,catering,4856.21,2025-06-23,manager_under_25k
INV-2026-02825,VEN007,industrial consumables,27627.71,2025-06-23,cfo_over_25k
INV-2026-02964,VEN072,marketing services,11064.83,2025-06-23,manager_under_25k
INV-2026-03000,VEN017,translation services,7156.12,2025-06-23,manager_under_25k
INV-2026-00062,VEN003,marketing services,40251.71,2025-06-24,cfo_over_25k
INV-2026-00410,VEN040,HR advisory,19138.92,2025-06-24,manager_under_25k
INV-2026-01955,VEN013,audit and tax,51407.53,2025-06-24,cfo_over_25k
INV-2026-02272,VEN022,legal advisory,13101.72,2025-06-24,manager_under_25k
INV-2026-02537,VEN036,security services,20099.63,2025-06-24,manager_under_25k
INV-2026-00435,VEN046,legal advisory,21129.97,2025-06-25,manager_under_25k
INV-2026-00496,VEN010,cloud hosting,25540.85,2025-06-25,cfo_over_25k
INV-2026-01963,VEN015,fleet lease,35126.87,2025-06-25,cfo_over_25k
INV-2026-01981,VEN054,marketing services,28909.37,2025-06-25,cfo_over_25k
INV-2026-00251,VEN004,legal advisory,48982.14,2025-06-26,cfo_over_25k
INV-2026-01039,VEN003,marketing services,47151.55,2025-06-26,cfo_over_25k
INV-2026-01252,VEN067,insurance broking,20979.93,2025-06-26,manager_under_25k
INV-2026-01383,VEN007,industrial consumables,23778.29,2025-06-26,manager_under_25k
INV-2026-01743,VEN023,IT support,20915.44,2025-06-26,manager_under_25k
INV-2026-01916,VEN033,audit and tax,26450.13,2025-06-26,cfo_over_25k
INV-2026-02491,VEN066,couriers,9671.88,2025-06-26,manager_under_25k
INV-2026-02705,VEN051,recruitment,28265.2,2025-06-26,cfo_over_25k
INV-2026-02735,VEN019,security services,27837.08,2025-06-26,cfo_over_25k
INV-2026-00437,VEN004,legal advisory,25657.77,2025-06-27,cfo_over_25k
INV-2026-00451,VEN057,marketing services,8105.94,2025-06-27,manager_under_25k
INV-2026-01073,VEN010,cloud hosting,57141.75,2025-06-27,cfo_over_25k
INV-2026-01596,VEN002,software licenses,27434.9,2025-06-27,cfo_over_25k
INV-2026-01837,VEN029,HR advisory,11304.64,2025-06-27,manager_under_25k
INV-2026-01973,VEN005,managed print,11219.09,2025-06-27,manager_under_25k
INV-2026-02345,VEN009,corporate travel,12792.49,2025-06-27,manager_under_25k
INV-2026-02406,VEN079,software licenses,13306.75,2025-06-27,manager_under_25k
INV-2026-02602,VEN008,telecoms,40216.11,2025-06-27,cfo_over_25k
INV-2026-00208,VEN036,security services,21791.84,2025-06-28,manager_under_25k
INV-2026-00474,VEN032,software licenses,43515.6,2025-06-28,cfo_over_25k
INV-2026-00483,VEN024,marketing services,27920.24,2025-06-28,cfo_over_25k
INV-2026-00785,VEN013,audit and tax,58014.8,2025-06-28,cfo_over_25k
INV-2026-01118,VEN001,office supplies,11201.64,2025-06-28,manager_under_25k
INV-2026-01332,VEN030,cloud hosting,40308.88,2025-06-28,cfo_over_25k
INV-2026-01427,VEN048,cleaning services,6114.02,2025-06-28,manager_under_25k
INV-2026-02594,VEN028,strategy consulting,37443.57,2025-06-28,cfo_over_25k
INV-2026-02596,VEN078,legal advisory,11189.83,2025-06-28,manager_under_25k
INV-2026-00032,VEN028,strategy consulting,21982.29,2025-06-29,manager_under_25k
INV-2026-00290,VEN052,IT support,14625.73,2025-06-29,manager_under_25k
INV-2026-00765,VEN063,cloud hosting,33065.39,2025-06-29,cfo_over_25k
INV-2026-00804,VEN015,fleet lease,50133.05,2025-06-29,cfo_over_25k
INV-2026-00930,VEN003,marketing services,29090.69,2025-06-29,cfo_over_25k
INV-2026-00946,VEN015,fleet lease,22930.11,2025-06-29,manager_under_25k
INV-2026-01084,VEN016,utilities,28004.86,2025-06-29,cfo_over_25k
INV-2026-01224,VEN024,marketing services,35767.22,2025-06-29,cfo_over_25k
INV-2026-02165,VEN072,marketing services,23731.53,2025-06-29,manager_under_25k
INV-2026-02238,VEN049,corporate travel,15985.13,2025-06-29,manager_under_25k
INV-2026-02516,VEN061,software licenses,10122.53,2025-06-29,manager_under_25k
INV-2026-00926,VEN050,industrial consumables,20193.69,2025-06-30,manager_under_25k
INV-2026-01666,VEN063,cloud hosting,28455.61,2025-06-30,cfo_over_25k
INV-2026-01668,VEN028,strategy consulting,23720.71,2025-06-30,manager_under_25k
INV-2026-01704,VEN012,insurance broking,31016.78,2025-06-30,cfo_over_25k
INV-2026-02074,VEN019,security services,27814.63,2025-06-30,cfo_over_25k
INV-2026-02160,VEN052,IT support,18573.3,2025-06-30,manager_under_25k
INV-2026-02211,VEN028,strategy consulting,20136.61,2025-06-30,manager_under_25k
INV-2026-02214,VEN011,market research,16716.34,2025-06-30,manager_under_25k
INV-2026-02745,VEN057,marketing services,10343.3,2025-06-30,manager_under_25k
INV-2026-00028,VEN009,corporate travel,39856.8,2025-07-01,cfo_over_25k
INV-2026-00064,VEN018,recruitment,31147.59,2025-07-01,cfo_over_25k
INV-2026-00168,VEN013,audit and tax,50869.07,2025-07-01,manager_under_25k
INV-2026-00296,VEN013,audit and tax,60368.86,2025-07-01,cfo_over_25k
INV-2026-00556,VEN080,HR advisory,13161.14,2025-07-01,manager_under_25k
INV-2026-00750,VEN061,software licenses,19681.52,2025-07-01,manager_under_25k
INV-2026-01031,VEN007,industrial consumables,16187.76,2025-07-01,manager_under_25k
INV-2026-02860,VEN027,corporate travel,12512.43,2025-07-01,manager_under_25k
INV-2026-00323,VEN020,catering,11675.21,2025-07-02,manager_under_25k
INV-2026-00431,VEN070,recruitment,20351.72,2025-07-02,manager_under_25k
INV-2026-00461,VEN071,IT support,6468.88,2025-07-02,manager_under_25k
INV-2026-00904,VEN018,recruitment,44649.0,2025-07-02,cfo_over_25k
INV-2026-00934,VEN041,translation services,3141.27,2025-07-02,manager_under_25k
INV-2026-01662,VEN006,strategy consulting,118995.32,2025-07-02,cfo_over_25k
INV-2026-01677,VEN032,software licenses,29661.93,2025-07-02,cfo_over_25k
INV-2026-02258,VEN045,software licenses,9830.99,2025-07-02,manager_under_25k
INV-2026-02534,VEN008,telecoms,42393.07,2025-07-02,cfo_over_25k
INV-2026-01131,VEN006,strategy consulting,57089.72,2025-07-03,cfo_over_25k
INV-2026-01184,VEN022,legal advisory,21528.36,2025-07-03,manager_under_25k
INV-2026-01465,VEN080,HR advisory,9463.14,2025-07-03,manager_under_25k
INV-2026-01636,VEN032,software licenses,30951.19,2025-07-03,cfo_over_25k
INV-2026-02195,VEN051,recruitment,20793.62,2025-07-03,manager_under_25k
INV-2026-02196,VEN013,audit and tax,58200.91,2025-07-03,cfo_over_25k
INV-2026-02770,VEN008,telecoms,46409.37,2025-07-03,cfo_over_25k
INV-2026-02795,VEN012,insurance broking,27040.45,2025-07-03,cfo_over_25k
INV-2026-00098,VEN040,HR advisory,10982.87,2025-07-04,manager_under_25k
INV-2026-00423,VEN015,fleet lease,34689.46,2025-07-04,cfo_over_25k
INV-2026-00442,VEN031,managed print,7753.07,2025-07-04,manager_under_25k
INV-2026-00692,VEN012,insurance broking,33189.68,2025-07-04,cfo_over_25k
INV-2026-01025,VEN004,legal advisory,64194.09,2025-07-04,cfo_over_25k
INV-2026-01327,VEN043,utilities,42270.87,2025-07-04,cfo_over_25k
INV-2026-01360,VEN054,marketing services,20886.42,2025-07-04,manager_under_25k
INV-2026-01592,VEN009,corporate travel,30706.96,2025-07-04,cfo_over_25k
INV-2026-02124,VEN051,recruitment,16786.08,2025-07-04,manager_under_25k
INV-2026-02495,VEN051,recruitment,34351.11,2025-07-04,cfo_over_25k
INV-2026-02836,VEN042,audit and tax,35754.25,2025-07-04,cfo_over_25k
INV-2026-00142,VEN046,legal advisory,23805.31,2025-07-05,manager_under_25k
INV-2026-00763,VEN005,managed print,14614.06,2025-07-06,manager_under_25k
INV-2026-00887,VEN079,software licenses,13156.63,2025-07-06,manager_under_25k
INV-2026-00941,VEN002,software licenses,28694.76,2025-07-06,cfo_over_25k
INV-2026-01310,VEN018,recruitment,38161.12,2025-07-06,cfo_over_25k
INV-2026-01329,VEN052,IT support,16199.57,2025-07-06,manager_under_25k
INV-2026-01990,VEN003,marketing services,34114.2,2025-07-06,cfo_over_25k
INV-2026-02221,VEN045,software licenses,18007.99,2025-07-06,manager_under_25k
INV-2026-02329,VEN003,marketing services,40596.69,2025-07-06,cfo_over_25k
INV-2026-02425,VEN037,catering,9251.87,2025-07-06,manager_under_25k
INV-2026-00087,VEN032,software licenses,49371.71,2025-07-07,cfo_over_25k
INV-2026-00155,VEN071,IT support,17319.31,2025-07-07,manager_under_25k
INV-2026-00685,VEN004,legal advisory,57648.78,2025-07-07,cfo_over_25k
INV-2026-01241,VEN068,industrial consumables,16200.65,2025-07-07,manager_under_25k
INV-2026-01386,VEN050,industrial consumables,12466.2,2025-07-07,manager_under_25k
INV-2026-01423,VEN063,cloud hosting,30208.89,2025-07-07,cfo_over_25k
INV-2026-02268,VEN052,IT support,17280.23,2025-07-07,manager_under_25k
INV-2026-02695,VEN054,marketing services,19742.11,2025-07-07,manager_under_25k
INV-2026-02756,VEN060,legal advisory,20625.39,2025-07-07,manager_under_25k
INV-2026-01443,VEN051,recruitment,26476.61,2025-07-08,cfo_over_25k
INV-2026-01769,VEN003,marketing services,18523.12,2025-07-08,manager_under_25k
INV-2026-01773,VEN008,telecoms,34147.8,2025-07-08,cfo_over_25k
INV-2026-01798,VEN011,market research,18326.9,2025-07-08,manager_under_25k
INV-2026-02141,VEN026,cloud hosting,38174.84,2025-07-08,cfo_over_25k
INV-2026-02450,VEN010,cloud hosting,57416.74,2025-07-08,cfo_over_25k
INV-2026-02640,VEN063,cloud hosting,21188.34,2025-07-08,manager_under_25k
INV-2026-00759,VEN072,marketing services,8463.61,2025-07-09,manager_under_25k
INV-2026-01797,VEN022,legal advisory,28785.28,2025-07-09,cfo_over_25k
INV-2026-02183,VEN004,legal advisory,27938.81,2025-07-09,cfo_over_25k
INV-2026-02395,VEN077,corporate travel,17277.78,2025-07-09,manager_under_25k
INV-2026-02581,VEN027,corporate travel,24432.38,2025-07-09,manager_under_25k
INV-2026-00487,VEN050,industrial consumables,9767.37,2025-07-10,manager_under_25k
