po_number,supplier_id,item,units,total_usd,po_date
PO-DM-02019,SUP012,plastic pellets,241,373.55,2025-12-17
PO-DM-02206,SUP018,casting body,275,43791.0,2025-12-17
PO-DM-00174,SUP042,machined bracket,1396,77924.72,2025-12-18
PO-DM-00285,SUP027,powder-coated steel coil,1089,1318953.24,2025-12-18
PO-DM-00660,SUP038,PCB assembly type A,729,67250.25,2025-12-18
PO-DM-01321,SUP002,aluminum sheet,493,62773.69,2025-12-18
PO-DM-01554,SUP036,wireform clip,283,520.72,2025-12-18
PO-DM-02097,SUP014,iron casting body,506,96676.36,2025-12-18
PO-DM-00100,SUP008,machined bracket,984,31753.68,2025-12-19
PO-DM-00539,SUP024,aluminum bracket,962,46859.02,2025-12-19
PO-DM-00650,SUP014,iron casting bracket,475,67274.25,2025-12-19
PO-DM-01382,SUP041,composite tube,1061,309663.46,2025-12-19
PO-DM-01566,SUP042,machined bracket,226,8504.38,2025-12-19
PO-DM-01790,SUP033,casting body,719,139212.78,2025-12-19
PO-DM-01318,SUP031,steel sheets,624,560214.72,2025-12-20
PO-DM-02484,SUP030,plastic resin,101,246.44,2025-12-20
PO-DM-00022,SUP015,memory chip 8GB,838,14287.9,2025-12-21
PO-DM-00041,SUP002,aluminum sheet,775,88264.75,2025-12-21
PO-DM-00216,SUP048,steel coil,743,974741.7,2025-12-21
PO-DM-00424,SUP023,composite tube,324,113468.04,2025-12-21
PO-DM-01875,SUP011,steel plate,1173,1284305.97,2025-12-21
PO-DM-01947,SUP032,M8 bolt pack,948,843.72,2025-12-21
PO-DM-02278,SUP029,chip A,776,8419.6,2025-12-21
PO-DM-02341,SUP018,casting bracket,382,60058.04,2025-12-21
PO-DM-00076,SUP009,capacitor pack,833,249.9,2025-12-22
PO-DM-00158,SUP004,chip B,972,12101.4,2025-12-22
PO-DM-00308,SUP007,stamped bracket,683,18796.16,2025-12-22
PO-DM-01007,SUP001,steel plate,329,275553.95,2025-12-22
PO-DM-01407,SUP001,steel plate,1101,1031934.27,2025-12-22
PO-DM-01835,SUP027,galvanized steel sheet,732,808611.12,2025-12-22
PO-DM-02058,SUP001,steel coil,356,460820.64,2025-12-22
PO-DM-00319,SUP011,steel sheets,331,285788.71,2025-12-23
PO-DM-00415,SUP029,chip A,255,2205.75,2025-12-23
PO-DM-00446,SUP023,composite panel,191,90992.4,2025-12-23
PO-DM-00670,SUP007,stamped clip,169,2107.43,2025-12-23
PO-DM-01152,SUP040,aluminum sheet,1177,100268.63,2025-12-23
PO-DM-01830,SUP002,aluminum sheet,865,95340.3,2025-12-23
PO-DM-02463,SUP006,plastic pellets,1113,1825.32,2025-12-23
PO-DM-02491,SUP029,chip C,112,2310.56,2025-12-23
PO-DM-00738,SUP020,circlip 12mm,413,119.77,2025-12-24
PO-DM-01363,SUP048,steel coil,1375,1742743.75,2025-12-24
PO-DM-01626,SUP022,plastic resin,1472,2443.52,2025-12-24
PO-DM-01695,SUP027,powder-coated steel coil,562,721495.6,2025-12-24
PO-DM-01905,SUP031,steel sheets,165,145797.3,2025-12-24
PO-DM-02299,SUP023,composite panel,474,174574.2,2025-12-24
PO-DM-02464,SUP018,casting bracket,327,33190.5,2025-12-24
PO-DM-00031,SUP048,steel plate,307,230667.52,2025-12-25
PO-DM-00727,SUP013,forged steel arm,1464,253652.64,2025-12-25
PO-DM-01298,SUP030,plastic pellets,902,1551.44,2025-12-25
PO-DM-01422,SUP049,brass valve body,436,35991.8,2025-12-25
PO-DM-01544,SUP022,plastic pellets,962,1827.8,2025-12-25
PO-DM-01872,SUP020,compression spring 25mm,763,717.22,2025-12-25
PO-DM-00052,SUP001,steel coil,167,162417.52,2025-12-26
PO-DM-00435,SUP012,plastic resin,498,1269.9,2025-12-26
PO-DM-00800,SUP048,steel coil,839,1057525.94,2025-12-26
PO-DM-01549,SUP002,aluminum sheet,945,81581.85,2025-12-26
PO-DM-02042,SUP011,steel coil,964,1228714.4,2025-12-26
PO-DM-00362,SUP003,plastic resin,184,325.68,2025-12-27
PO-DM-00473,SUP006,plastic resin,290,667.0,2025-12-27
PO-DM-00533,SUP038,PCB assembly type A,969,173518.83,2025-12-27
PO-DM-00705,SUP016,bearing 6206,1405,29153.75,2025-12-27
PO-DM-01985,SUP032,M8 bolt pack,504,287.28,2025-12-27
PO-DM-00215,SUP023,composite tube,386,89316.54,2025-12-28
PO-DM-00928,SUP031,steel coil,519,712218.51,2025-12-28
PO-DM-01829,SUP048,steel sheets,606,698021.1,2025-12-28
PO-DM-01831,SUP017,ABS resin,369,907.74,2025-12-28
PO-DM-00144,SUP003,plastic resin,442,733.72,2025-12-29
PO-DM-00185,SUP034,machined component B,354,33884.88,2025-12-29
PO-DM-00540,SUP036,wireform clip,756,1663.2,2025-12-29
PO-DM-01177,SUP037,plastic resin,958,1925.58,2025-12-29
PO-DM-01178,SUP044,forged hub,439,76570.38,2025-12-29
PO-DM-02073,SUP009,capacitor pack,1204,385.28,2025-12-29
PO-DM-02419,SUP031,steel plate,312,314954.64,2025-12-29
PO-DM-00047,SUP041,composite panel,534,140570.16,2025-12-30
PO-DM-00302,SUP011,steel sheets,749,885078.32,2025-12-30
PO-DM-01473,SUP031,steel sheets,1369,1572132.22,2025-12-30
PO-DM-02433,SUP035,precision shaft,1077,129013.83,2025-12-30
PO-DM-00194,SUP042,machined housing,698,88234.18,2025-12-31
PO-DM-01296,SUP038,PCB assembly type B,373,45461.24,2025-12-31
PO-DM-01961,SUP046,diecast housing,998,122225.06,2025-12-31
PO-DM-01965,SUP002,aluminum profile,891,60080.13,2025-12-31
PO-DM-02151,SUP013,forged steel arm,94,18604.48,2025-12-31
PO-DM-00768,SUP035,precision shaft,1230,192433.5,2026-01-01
PO-DM-01453,SUP013,forged steel arm,710,156313.6,2026-01-01
PO-DM-01632,SUP044,forged hub,424,106449.44,2026-01-01
PO-DM-01735,SUP038,PCB assembly type A,1090,192755.6,2026-01-01
PO-DM-01972,SUP048,steel plate,594,444026.88,2026-01-01
PO-DM-02195,SUP022,plastic resin,1233,2429.01,2026-01-01
PO-DM-00169,SUP045,bearing 6204,1248,15425.28,2026-01-02
PO-DM-00355,SUP017,ABS resin,1471,3721.63,2026-01-02
PO-DM-01264,SUP008,machined housing,414,45395.1,2026-01-02
PO-DM-01271,SUP044,forged hub,1105,257708.1,2026-01-02
PO-DM-01370,SUP031,steel sheets,1098,1084878.9,2026-01-02
PO-DM-01491,SUP014,iron casting body,611,140114.52,2026-01-02
PO-DM-01522,SUP022,plastic pellets,387,534.06,2026-01-02
PO-DM-01823,SUP011,steel coil,1339,1275692.08,2026-01-02
PO-DM-01990,SUP044,forged hub,932,139399.24,2026-01-02
PO-DM-00164,SUP011,steel coil,607,713352.47,2026-01-03
PO-DM-00636,SUP035,precision shaft,1000,116830.0,2026-01-03
PO-DM-00675,SUP012,plastic resin,1203,3055.62,2026-01-03
PO-DM-00968,SUP048,steel coil,810,995733.0,2026-01-03
PO-DM-01517,SUP001,steel sheets,583,530209.35,2026-01-03
PO-DM-01583,SUP027,galvanized steel sheet,901,1285925.22,2026-01-03
PO-DM-01679,SUP029,chip C,502,7198.68,2026-01-03
PO-DM-02389,SUP021,stamped clip,248,1949.28,2026-01-03
PO-DM-00171,SUP031,steel sheets,725,720708.0,2026-01-04
PO-DM-00385,SUP007,stamped clip,149,953.6,2026-01-04
PO-DM-00566,SUP023,composite panel,986,361931.02,2026-01-04
PO-DM-01505,SUP003,plastic pellets,979,1801.36,2026-01-04
PO-DM-01739,SUP011,steel coil,1126,1421608.78,2026-01-04
PO-DM-01893,SUP003,plastic pellets,1342,2482.7,2026-01-04
PO-DM-02458,SUP006,plastic resin,129,317.34,2026-01-04
PO-DM-00270,SUP035,precision sleeve,721,42106.4,2026-01-05
PO-DM-00340,SUP044,forged shaft,744,161135.52,2026-01-05
PO-DM-00383,SUP050,plastic pellets,1071,2024.19,2026-01-05
PO-DM-00476,SUP012,plastic pellets,786,1226.16,2026-01-05
PO-DM-00620,SUP003,plastic resin,1486,2095.26,2026-01-05
PO-DM-00624,SUP022,plastic pellets,1230,2041.8,2026-01-05
PO-DM-00815,SUP017,ABS resin,965,1978.25,2026-01-05
PO-DM-01043,SUP048,steel coil,438,519393.54,2026-01-05
PO-DM-01157,SUP008,machined housing,315,39466.35,2026-01-05
PO-DM-01346,SUP002,aluminum sheet,279,37879.83,2026-01-05
PO-DM-01746,SUP017,ABS resin,887,1853.83,2026-01-05
PO-DM-02444,SUP023,composite panel,833,186991.84,2026-01-05
PO-DM-00175,SUP015,memory chip 8GB,1111,18764.79,2026-01-06
PO-DM-00180,SUP018,casting body,1376,284240.32,2026-01-06
PO-DM-00353,SUP008,machined bracket,103,5308.62,2026-01-06
PO-DM-00382,SUP039,casting bracket,438,62817.96,2026-01-06
PO-DM-00497,SUP019,brass sheet,1489,156970.38,2026-01-06
PO-DM-01432,SUP001,steel plate,158,163074.96,2026-01-06
PO-DM-01816,SUP035,precision shaft,172,16126.72,2026-01-06
PO-DM-00762,SUP026,gear set A,1017,171811.98,2026-01-07
PO-DM-01476,SUP014,iron casting body,533,90050.35,2026-01-07
PO-DM-01836,SUP006,plastic resin,58,82.36,2026-01-07
PO-DM-02500,SUP014,iron casting body,183,32105.52,2026-01-07
PO-DM-00310,SUP049,brass valve body,627,49194.42,2026-01-08
PO-DM-00369,SUP009,resistor pack,1308,183.12,2026-01-08
PO-DM-00433,SUP003,plastic pellets,377,550.42,2026-01-08
PO-DM-00668,SUP019,copper bar,754,302195.66,2026-01-08
PO-DM-01075,SUP001,steel plate,1206,916354.98,2026-01-08
PO-DM-01642,SUP048,steel plate,437,437096.14,2026-01-08
PO-DM-02061,SUP044,forged hub,1287,309111.66,2026-01-08
PO-DM-02488,SUP011,steel sheets,805,942276.65,2026-01-08
PO-DM-00439,SUP012,plastic resin,176,420.64,2026-01-09
PO-DM-00736,SUP032,M10 nut pack,804,570.84,2026-01-09
PO-DM-01324,SUP049,brass connector,1013,24048.62,2026-01-09
PO-DM-01613,SUP027,galvanized steel sheet,672,900883.2,2026-01-09
PO-DM-01785,SUP003,plastic pellets,206,366.68,2026-01-09
PO-DM-00328,SUP048,steel plate,1089,1104855.84,2026-01-10
PO-DM-00395,SUP004,chip C,662,11876.28,2026-01-10
PO-DM-00894,SUP009,capacitor pack,204,61.2,2026-01-10
PO-DM-01614,SUP002,aluminum profile,813,61454.67,2026-01-10
PO-DM-02093,SUP048,steel coil,220,276537.8,2026-01-10
PO-DM-02313,SUP009,capacitor pack,263,42.08,2026-01-10
PO-DM-00829,SUP024,aluminum housing,1248,116638.08,2026-01-11
PO-DM-00862,SUP001,steel plate,817,739973.24,2026-01-11
PO-DM-01199,SUP009,resistor pack,1287,193.05,2026-01-11
PO-DM-01223,SUP027,powder-coated steel coil,1326,1664806.26,2026-01-11
PO-DM-01708,SUP038,PCB assembly type A,1223,113249.8,2026-01-11
PO-DM-01912,SUP002,aluminum sheet,1363,181960.5,2026-01-11
PO-DM-02003,SUP043,molded part A,388,3251.44,2026-01-11
PO-DM-00441,SUP017,polypropylene resin,1244,2288.96,2026-01-12
PO-DM-00747,SUP040,aluminum sheet,1247,109960.46,2026-01-12
PO-DM-00792,SUP041,composite tube,355,131310.95,2026-01-12
PO-DM-00898,SUP035,precision sleeve,324,26739.72,2026-01-12
PO-DM-00969,SUP044,forged shaft,1055,120027.35,2026-01-12
PO-DM-00988,SUP023,composite tube,777,190380.54,2026-01-12
PO-DM-01664,SUP013,forged steel arm,1344,228197.76,2026-01-12
PO-DM-01978,SUP020,circlip 12mm,557,128.11,2026-01-12
PO-DM-02031,SUP040,aluminum profile,1165,90637.0,2026-01-12
PO-DM-02167,SUP040,aluminum sheet,392,59254.72,2026-01-12
PO-DM-00266,SUP020,circlip 12mm,898,152.66,2026-01-13
PO-DM-00314,SUP002,aluminum profile,608,52871.68,2026-01-13
PO-DM-00742,SUP007,stamped bracket,601,13895.12,2026-01-13
PO-DM-00954,SUP002,aluminum sheet,746,116196.96,2026-01-13
PO-DM-01572,SUP050,plastic resin,1048,1970.24,2026-01-13
PO-DM-02203,SUP045,bearing 6206,976,23570.4,2026-01-13
PO-DM-00093,SUP022,plastic resin,1399,2098.5,2026-01-14
PO-DM-00336,SUP038,PCB assembly type A,696,120644.64,2026-01-14
PO-DM-00576,SUP049,brass valve body,642,43514.76,2026-01-14
PO-DM-00632,SUP013,forged steel hub,417,81611.07,2026-01-15
PO-DM-01600,SUP015,memory chip 8GB,989,21372.29,2026-01-15
PO-DM-02139,SUP048,steel sheets,875,1020652.5,2026-01-15
PO-DM-00367,SUP047,plastic resin,758,1925.32,2026-01-16
PO-DM-00403,SUP021,stamped clip,177,2062.05,2026-01-16
PO-DM-00538,SUP002,aluminum profile,579,42452.28,2026-01-16
PO-DM-00807,SUP034,machined component A,1421,92265.53,2026-01-16
PO-DM-01053,SUP035,precision sleeve,209,24269.08,2026-01-16
PO-DM-01688,SUP016,bearing 6206,611,8370.7,2026-01-16
PO-DM-01923,SUP001,steel coil,144,198115.2,2026-01-16
PO-DM-02212,SUP004,chip B,1134,13653.36,2026-01-16
PO-DM-02229,SUP018,casting bracket,666,93046.86,2026-01-16
PO-DM-02230,SUP037,plastic pellets,280,375.2,2026-01-16
PO-DM-02259,SUP003,plastic resin,997,2362.89,2026-01-16
PO-DM-00440,SUP006,plastic resin,386,690.94,2026-01-17
PO-DM-00542,SUP011,steel coil,982,1279467.44,2026-01-17
PO-DM-00642,SUP033,casting body,139,29704.3,2026-01-17
PO-DM-00746,SUP018,casting body,1005,164990.85,2026-01-17
PO-DM-00944,SUP028,anodizing service batch,870,492063.3,2026-01-17
PO-DM-01611,SUP009,capacitor pack,1097,263.28,2026-01-17
PO-DM-01696,SUP007,stamped clip,161,2023.77,2026-01-17
PO-DM-01822,SUP049,brass connector,1295,33618.2,2026-01-17
PO-DM-00721,SUP022,plastic resin,1484,3190.6,2026-01-18
PO-DM-01229,SUP049,brass valve body,1002,65009.76,2026-01-18
PO-DM-01299,SUP031,steel sheets,343,368361.42,2026-01-18
PO-DM-02064,SUP007,stamped bracket,606,16737.72,2026-01-18
PO-DM-02240,SUP021,stamped bracket,1005,23647.65,2026-01-18
PO-DM-02473,SUP009,resistor pack,1204,108.36,2026-01-18
PO-DM-02480,SUP036,wireform handle,777,1623.93,2026-01-18
PO-DM-00491,SUP031,steel sheets,269,315085.08,2026-01-19
PO-DM-00733,SUP001,steel plate,1087,936287.45,2026-01-19
PO-DM-01074,SUP029,chip C,833,10445.82,2026-01-19
PO-DM-01108,SUP042,machined housing,1460,194851.6,2026-01-19
PO-DM-01153,SUP003,plastic pellets,724,1136.68,2026-01-19
PO-DM-01255,SUP001,steel sheets,74,73551.56,2026-01-19
PO-DM-01377,SUP002,aluminum profile,671,59370.08,2026-01-19
PO-DM-01548,SUP033,casting bracket,1129,151365.03,2026-01-19
PO-DM-02006,SUP001,steel plate,982,885302.46,2026-01-19
PO-DM-02280,SUP012,plastic resin,764,1894.72,2026-01-19
PO-DM-02368,SUP041,composite panel,1293,443253.33,2026-01-19
PO-DM-00238,SUP004,chip A,309,3080.73,2026-01-20
PO-DM-00666,SUP003,plastic resin,1366,3360.36,2026-01-20
PO-DM-00970,SUP009,capacitor pack,1231,209.27,2026-01-20
PO-DM-01228,SUP002,aluminum sheet,1464,126504.24,2026-01-20
PO-DM-01729,SUP017,ABS resin,812,1891.96,2026-01-20
PO-DM-01776,SUP017,ABS resin,1288,3155.6,2026-01-20
PO-DM-01573,SUP027,powder-coated steel coil,524,775520.0,2026-01-21
PO-DM-01647,SUP011,steel sheets,899,771719.58,2026-01-21
PO-DM-02182,SUP003,plastic pellets,125,238.75,2026-01-21
PO-DM-00199,SUP010,aluminum gear housing,932,117618.4,2026-01-22
PO-DM-00489,SUP001,steel plate,892,628628.08,2026-01-22
PO-DM-00640,SUP035,precision sleeve,679,38893.12,2026-01-22
PO-DM-00771,SUP023,composite tube,78,27955.2,2026-01-22
PO-DM-01249,SUP001,steel coil,832,1044426.24,2026-01-22
PO-DM-01917,SUP001,steel plate,1148,1163371.72,2026-01-22
PO-DM-02381,SUP001,steel sheets,199,178369.67,2026-01-22
PO-DM-02413,SUP013,forged steel hub,1356,292611.24,2026-01-22
PO-DM-01210,SUP038,PCB assembly type A,1403,133172.76,2026-01-23
PO-DM-02002,SUP038,PCB assembly type A,864,111888.0,2026-01-23
PO-DM-00013,SUP047,plastic resin,1297,2801.52,2026-01-24
PO-DM-00113,SUP034,machined component B,311,43061.06,2026-01-24
PO-DM-00146,SUP007,stamped bracket,669,9499.8,2026-01-24
PO-DM-00839,SUP025,vac-formed housing,1430,51408.5,2026-01-24
PO-DM-01004,SUP035,precision sleeve,1122,106354.38,2026-01-24
PO-DM-01360,SUP004,chip B,1155,16031.4,2026-01-24
PO-DM-02098,SUP031,steel coil,1004,1165463.28,2026-01-24
PO-DM-02340,SUP038,PCB assembly type B,1438,222156.62,2026-01-24
PO-DM-00551,SUP038,PCB assembly type A,1232,111101.76,2026-01-25
PO-DM-01167,SUP003,plastic resin,1334,2601.3,2026-01-25
PO-DM-01284,SUP031,steel coil,1438,1929206.42,2026-01-25
PO-DM-01733,SUP007,stamped bracket,1311,29130.42,2026-01-25
PO-DM-01967,SUP013,forged steel arm,927,245571.57,2026-01-25
PO-DM-02429,SUP001,steel sheets,1112,1027109.92,2026-01-25
PO-DM-00084,SUP008,machined housing,53,6189.87,2026-01-26
PO-DM-00131,SUP035,precision sleeve,1311,139713.27,2026-01-26
PO-DM-00412,SUP031,steel plate,1031,809943.29,2026-01-26
PO-DM-00864,SUP011,steel sheets,246,223513.14,2026-01-26
PO-DM-01609,SUP014,iron casting body,667,111215.58,2026-01-26
PO-DM-02047,SUP046,diecast bracket,907,61195.29,2026-01-26
PO-DM-02189,SUP004,chip A,805,8259.3,2026-01-26
PO-DM-00046,SUP017,polypropylene resin,153,299.88,2026-01-27
PO-DM-00118,SUP008,machined bracket,1013,28992.06,2026-01-27
PO-DM-00457,SUP007,stamped bracket,873,17590.95,2026-01-27
PO-DM-00702,SUP006,plastic resin,888,1989.12,2026-01-27
PO-DM-00896,SUP006,plastic resin,1179,2016.09,2026-01-27
PO-DM-01280,SUP034,machined component A,1051,47873.05,2026-01-27
PO-DM-01610,SUP011,steel plate,308,279722.52,2026-01-27
PO-DM-01612,SUP011,steel plate,377,267432.49,2026-01-27
PO-DM-01876,SUP004,chip B,286,3263.26,2026-01-27
PO-DM-00051,SUP005,casting body,169,31489.77,2026-01-28
PO-DM-00967,SUP045,bearing 6206,1307,15801.63,2026-01-28
PO-DM-01106,SUP015,memory chip 8GB,1289,21436.07,2026-01-28
PO-DM-01436,SUP010,aluminum gear housing,1054,201166.44,2026-01-28
PO-DM-01711,SUP026,gear set B,687,127699.56,2026-01-28
PO-DM-02343,SUP038,PCB assembly type B,225,53968.5,2026-01-28
PO-DM-02438,SUP035,precision sleeve,91,4643.73,2026-01-28
PO-DM-00452,SUP041,composite panel,661,224991.18,2026-01-29
PO-DM-00567,SUP023,composite panel,1222,305121.18,2026-01-29
PO-DM-00931,SUP044,forged hub,630,135909.9,2026-01-29
PO-DM-01037,SUP010,aluminum gear housing,438,88480.38,2026-01-29
PO-DM-02143,SUP016,bearing 6204,106,1503.08,2026-01-29
PO-DM-02325,SUP003,plastic resin,206,350.2,2026-01-29
PO-DM-00332,SUP035,precision sleeve,323,17151.3,2026-01-30
PO-DM-00374,SUP015,memory chip 8GB,1069,22566.59,2026-01-30
PO-DM-00483,SUP004,chip B,396,3841.2,2026-01-30
PO-DM-01061,SUP016,bearing 6206,1296,19919.52,2026-01-30
PO-DM-01362,SUP048,steel coil,369,351262.17,2026-01-30
PO-DM-02102,SUP035,precision shaft,620,77785.2,2026-01-30
PO-DM-02117,SUP002,aluminum profile,434,36981.14,2026-01-30
PO-DM-02306,SUP007,stamped clip,867,9493.65,2026-01-30
PO-DM-00698,SUP011,steel coil,379,484888.81,2026-01-31
PO-DM-00789,SUP012,plastic pellets,654,810.96,2026-01-31
PO-DM-01002,SUP042,machined housing,1157,178339.98,2026-01-31
PO-DM-02459,SUP004,chip C,1047,14029.8,2026-01-31
PO-DM-00389,SUP024,aluminum bracket,841,46431.61,2026-02-01
PO-DM-00854,SUP027,powder-coated steel coil,1054,1593395.04,2026-02-01
PO-DM-01187,SUP024,aluminum bracket,473,27022.49,2026-02-01
PO-DM-01825,SUP047,plastic resin,237,381.57,2026-02-01
PO-DM-02012,SUP048,steel coil,220,302695.8,2026-02-01
PO-DM-00068,SUP029,chip B,380,4829.8,2026-02-02
PO-DM-00247,SUP038,PCB assembly type A,1390,201675.1,2026-02-02
PO-DM-00361,SUP012,plastic pellets,1007,1832.74,2026-02-02
PO-DM-00368,SUP044,forged hub,563,85243.83,2026-02-02
PO-DM-00474,SUP045,bearing 6204,862,14783.3,2026-02-02
PO-DM-00496,SUP035,precision shaft,880,103778.4,2026-02-02
PO-DM-02007,SUP008,machined bracket,656,33232.96,2026-02-02
PO-DM-00233,SUP050,plastic resin,190,456.0,2026-02-03
PO-DM-00509,SUP037,plastic pellets,1054,1380.74,2026-02-03
PO-DM-01294,SUP003,plastic pellets,394,681.62,2026-02-03
PO-DM-01571,SUP049,brass valve body,1235,85190.3,2026-02-03
PO-DM-01655,SUP048,steel coil,174,190225.5,2026-02-03
PO-DM-01784,SUP034,machined component A,1060,49237.0,2026-02-03
PO-DM-01951,SUP004,chip A,223,2223.31,2026-02-03
PO-DM-02141,SUP021,stamped clip,1334,17782.22,2026-02-03
PO-DM-02354,SUP021,stamped clip,1237,10563.98,2026-02-03
PO-DM-02428,SUP037,plastic pellets,772,1381.88,2026-02-03
PO-DM-00252,SUP002,aluminum profile,813,88381.23,2026-02-04
PO-DM-00256,SUP031,steel sheets,271,263558.34,2026-02-04
PO-DM-00878,SUP044,forged shaft,72,11661.12,2026-02-04
PO-DM-00937,SUP015,memory chip 8GB,416,7055.36,2026-02-04
PO-DM-01218,SUP023,composite panel,1022,261795.52,2026-02-04
PO-DM-01379,SUP001,steel plate,609,527278.29,2026-02-04
PO-DM-02348,SUP018,casting bracket,1033,139083.12,2026-02-04
PO-DM-00099,SUP004,chip C,1110,18481.5,2026-02-05
PO-DM-00461,SUP022,plastic pellets,665,897.75,2026-02-05
PO-DM-00809,SUP020,circlip 12mm,354,95.58,2026-02-05
PO-DM-01144,SUP001,steel plate,619,586756.29,2026-02-05
PO-DM-01302,SUP040,aluminum sheet,762,86487.0,2026-02-05
PO-DM-01326,SUP040,aluminum sheet,1064,105591.36,2026-02-05
PO-DM-01588,SUP050,plastic pellets,145,259.55,2026-02-05
PO-DM-00471,SUP043,molded part A,1253,14083.72,2026-02-06
PO-DM-00953,SUP001,steel sheets,883,906999.94,2026-02-06
PO-DM-01036,SUP008,machined bracket,1043,52786.23,2026-02-06
PO-DM-01516,SUP013,forged steel arm,1424,273308.32,2026-02-06
PO-DM-01714,SUP004,chip A,1088,11184.64,2026-02-06
PO-DM-02372,SUP035,precision sleeve,791,43963.78,2026-02-06
PO-DM-02482,SUP048,steel coil,342,454155.48,2026-02-06
PO-DM-02485,SUP036,wireform handle,918,1716.66,2026-02-06
PO-DM-00003,SUP002,aluminum profile,1084,104194.08,2026-02-07
PO-DM-00221,SUP031,steel coil,101,124108.8,2026-02-07
PO-DM-00858,SUP012,plastic resin,1316,2684.64,2026-02-07
PO-DM-01149,SUP031,steel plate,1268,1177857.88,2026-02-07
PO-DM-01834,SUP013,forged steel arm,978,175697.7,2026-02-07
PO-DM-02453,SUP027,galvanized steel sheet,599,794369.84,2026-02-07
PO-DM-00058,SUP017,polypropylene resin,69,125.58,2026-02-08
PO-DM-00371,SUP029,chip C,741,15138.63,2026-02-08
PO-DM-00528,SUP040,aluminum sheet,797,71020.67,2026-02-08
PO-DM-00536,SUP031,steel sheets,1375,1463605.0,2026-02-08
PO-DM-00599,SUP029,chip C,342,4336.56,2026-02-08
PO-DM-02028,SUP042,machined bracket,464,15061.44,2026-02-08
PO-DM-02249,SUP044,forged shaft,1272,165868.8,2026-02-08
PO-DM-02310,SUP046,diecast housing,532,50300.6,2026-02-08
PO-DM-00564,SUP021,stamped clip,1050,7707.0,2026-02-09
PO-DM-01109,SUP044,forged shaft,347,60832.57,2026-02-09
PO-DM-02452,SUP035,precision shaft,124,13905.36,2026-02-09
PO-DM-00422,SUP047,plastic pellets,126,139.86,2026-02-10
PO-DM-00625,SUP017,ABS resin,163,358.6,2026-02-10
PO-DM-00687,SUP048,steel plate,851,885295.3,2026-02-10
PO-DM-00722,SUP037,plastic resin,898,1418.84,2026-02-10
PO-DM-00882,SUP041,composite panel,284,75870.6,2026-02-10
PO-DM-00982,SUP038,PCB assembly type B,563,105539.98,2026-02-10
PO-DM-01504,SUP008,machined bracket,803,26852.32,2026-02-10
PO-DM-02238,SUP041,composite panel,937,399902.23,2026-02-10
PO-DM-02450,SUP014,iron casting bracket,1121,180043.81,2026-02-10
PO-DM-00480,SUP010,aluminum casting body,725,72427.5,2026-02-11
PO-DM-00574,SUP029,chip A,473,4834.06,2026-02-11
PO-DM-01068,SUP007,stamped clip,238,2513.28,2026-02-11
PO-DM-01164,SUP002,aluminum sheet,749,83648.32,2026-02-11
PO-DM-01441,SUP003,plastic pellets,1048,1875.92,2026-02-11
PO-DM-01809,SUP021,stamped bracket,1148,28791.84,2026-02-11
PO-DM-02096,SUP004,chip A,645,5482.5,2026-02-11
PO-DM-00039,SUP031,steel sheets,1154,1034341.74,2026-02-12
PO-DM-00288,SUP018,casting body,971,206551.12,2026-02-12
PO-DM-00309,SUP044,forged hub,803,183509.59,2026-02-12
PO-DM-00373,SUP036,wireform handle,1383,2572.38,2026-02-12
PO-DM-00631,SUP045,bearing 6206,605,14253.8,2026-02-12
PO-DM-00754,SUP014,iron casting body,1244,269512.6,2026-02-12
PO-DM-01081,SUP019,brass sheet,1049,131733.42,2026-02-12
PO-DM-01123,SUP035,precision sleeve,690,53537.1,2026-02-12
PO-DM-01154,SUP006,plastic resin,1303,1915.41,2026-02-12
PO-DM-01442,SUP031,steel plate,1184,1153393.6,2026-02-12
PO-DM-01500,SUP012,plastic pellets,822,1602.9,2026-02-12
PO-DM-01628,SUP027,powder-coated steel coil,275,338459.0,2026-02-12
PO-DM-02399,SUP020,compression spring 25mm,806,612.56,2026-02-12
PO-DM-00626,SUP004,chip A,572,5771.48,2026-02-13
PO-DM-00814,SUP040,aluminum profile,990,85783.5,2026-02-13
PO-DM-01188,SUP011,steel sheets,1492,1688048.8,2026-02-13
PO-DM-00166,SUP008,machined bracket,518,30448.04,2026-02-14
PO-DM-00273,SUP016,bearing 6206,209,5030.63,2026-02-14
PO-DM-00952,SUP007,stamped bracket,981,26506.62,2026-02-14
PO-DM-01777,SUP011,steel plate,1055,932704.4,2026-02-14
PO-DM-01903,SUP006,plastic resin,1383,1950.03,2026-02-14
PO-DM-02284,SUP020,circlip 12mm,1290,309.6,2026-02-14
PO-DM-02305,SUP002,aluminum profile,639,41209.11,2026-02-14
PO-DM-02366,SUP002,aluminum profile,509,47805.28,2026-02-14
PO-DM-02369,SUP022,plastic pellets,601,769.28,2026-02-14
PO-DM-02377,SUP002,aluminum sheet,1084,171987.44,2026-02-14
PO-DM-00167,SUP026,gear set A,1426,231211.64,2026-02-15
PO-DM-00586,SUP021,stamped clip,630,5481.0,2026-02-15
PO-DM-00695,SUP023,composite panel,1031,438247.17,2026-02-15
PO-DM-00806,SUP011,steel plate,1438,1308479.34,2026-02-15
PO-DM-01056,SUP024,aluminum housing,266,31646.02,2026-02-15
PO-DM-01226,SUP033,casting bracket,891,137980.26,2026-02-15
PO-DM-00282,SUP002,aluminum sheet,1000,140360.0,2026-02-16
