transaction_id,date,supplier_id,supplier_name,category,subcategory,description,amount_usd,po_number,cost_center,department,payment_terms,invoice_status
TXN-02007,2025-05-22,SUP050,Beacon Calibration,mro,bearings,bearings - Beacon Calibration,7025.83,PO-309096,CC200,Engineering,net_30,paid
TXN-00078,2025-05-23,SUP035,Prism Marketing,indirect,office supplies,office supplies - Prism Marketing,3588.62,PO-680238,CC300,Operations,net_15,paid
TXN-00081,2025-05-23,SUP005,Cascade Fasteners,direct-materials,machined parts,machined parts - Cascade Fasteners,29349.78,PO-259097,CC200,Admin,net_30,pending
TXN-00537,2025-05-23,SUP036,Industrial Supply Co,mro,welding gases,welding gases - Industrial Supply Co,7190.46,PO-112210,CC200,Admin,net_30,pending
TXN-00563,2025-05-23,SUP044,LubeMax Industrial,mro,lubricants,lubricants - LubeMax Industrial,2844.9,PO-113595,CC300,Operations,net_30,paid
TXN-00947,2025-05-23,SUP045,ProWeld Gases,mro,cutting tools,cutting tools - ProWeld Gases,1516.23,PO-385915,CC300,Quality,net_30,paid
TXN-01175,2025-05-23,SUP033,Riverview Insurance,indirect,print services,print services - Riverview Insurance,15016.53,PO-542563,CC300,Operations,net_45,overdue
TXN-01559,2025-05-23,SUP035,Prism Marketing,indirect,IT services,IT services - Prism Marketing,16348.55,PO-892026,CC400,Operations,net_15,paid
TXN-02096,2025-05-23,SUP037,SafeGuard PPE,mro,PPE,PPE - SafeGuard PPE,7709.06,PO-485928,CC200,Operations,net_30,overdue
TXN-02423,2025-05-23,SUP005,Cascade Fasteners,direct-materials,specialty metals,specialty metals - Cascade Fasteners,39739.96,PO-575148,CC400,Operations,net_30,pending
TXN-00164,2025-05-24,SUP003,Pacific Aluminum,direct-materials,coatings,coatings - Pacific Aluminum,16159.18,PO-108060,CC200,Engineering,net_30,pending
TXN-00792,2025-05-24,SUP030,Nova Staffing,indirect,temp staffing,temp staffing - Nova Staffing,14435.82,PO-975671,CC500,Engineering,net_30,paid
TXN-00985,2025-05-24,SUP036,Industrial Supply Co,mro,lubricants,lubricants - Industrial Supply Co,6907.64,PO-510396,CC300,Quality,net_30,paid
TXN-01309,2025-05-24,SUP028,Clearview IT Services,indirect,consulting,consulting - Clearview IT Services,12710.85,PO-200713,CC300,Quality,net_30,paid
TXN-01825,2025-05-24,SUP048,CoreShield Insulation,mro,PPE,PPE - CoreShield Insulation,4532.97,PO-568328,CC500,Admin,net_15,paid
TXN-00405,2025-05-25,SUP047,SignalFire Detection,mro,electrical,electrical - SignalFire Detection,7650.71,PO-356355,CC100,Quality,net_30,paid
TXN-00633,2025-05-25,SUP034,Cornerstone Training,indirect,insurance,insurance - Cornerstone Training,6226.74,PO-911187,CC200,Quality,net_30,paid
TXN-00709,2025-05-25,SUP027,Apex Legal Partners,indirect,marketing,marketing - Apex Legal Partners,15063.44,PO-963652,CC500,Engineering,net_45,paid
TXN-01593,2025-05-25,SUP033,Riverview Insurance,indirect,insurance,insurance - Riverview Insurance,6651.95,PO-672461,CC100,Admin,net_45,paid
TXN-01604,2025-05-25,SUP001,Great Lakes Steel,direct-materials,electronic components,electronic components - Great Lakes Steel,40310.46,PO-180333,CC100,Operations,net_45,paid
TXN-01617,2025-05-25,SUP047,SignalFire Detection,mro,insulation,insulation - SignalFire Detection,7464.25,PO-946616,CC100,Admin,net_30,paid
TXN-00084,2025-05-26,SUP028,Clearview IT Services,indirect,insurance,insurance - Clearview IT Services,6538.77,PO-739244,CC100,Operations,net_30,paid
TXN-00448,2025-05-26,SUP022,Skybridge Air Cargo,logistics,drayage,drayage - Skybridge Air Cargo,18772.63,PO-122977,CC200,Admin,net_30,paid
TXN-00531,2025-05-26,SUP011,Prairie Components,direct-materials,rubber seals,rubber seals - Prairie Components,12183.09,PO-985364,CC200,Manufacturing,net_30,paid
TXN-01957,2025-05-26,SUP039,Voltex Electrical,mro,lubricants,lubricants - Voltex Electrical,956.76,PO-815873,CC300,Manufacturing,net_30,paid
TXN-00284,2025-05-27,SUP005,Cascade Fasteners,direct-materials,polymers,polymers - Cascade Fasteners,41938.05,PO-969032,CC500,Admin,net_30,paid
TXN-01165,2025-05-27,SUP045,ProWeld Gases,mro,cutting tools,cutting tools - ProWeld Gases,987.71,PO-941363,CC400,Manufacturing,net_30,paid
TXN-01295,2025-05-27,SUP037,SafeGuard PPE,mro,filtration,filtration - SafeGuard PPE,6026.88,PO-718722,CC500,Operations,net_30,pending
TXN-01674,2025-05-27,SUP033,Riverview Insurance,indirect,temp staffing,temp staffing - Riverview Insurance,5049.25,PO-689569,CC300,Engineering,net_45,paid
TXN-01706,2025-05-27,SUP035,Prism Marketing,indirect,energy,energy - Prism Marketing,9066.79,PO-755331,CC400,Admin,net_15,paid
TXN-02038,2025-05-27,SUP044,LubeMax Industrial,mro,hydraulic parts,hydraulic parts - LubeMax Industrial,4938.59,PO-564012,CC200,Admin,net_30,paid
TXN-02067,2025-05-27,SUP039,Voltex Electrical,mro,filtration,filtration - Voltex Electrical,5038.11,PO-871222,CC200,Admin,net_30,pending
TXN-02502,2025-05-27,SUP033,Riverview Insurance,indirect,print services,print services - Riverview Insurance,14506.19,PO-542563,CC300,Operations,net_45,overdue
TXN-00871,2025-05-28,SUP038,Precision Tools USA,mro,bearings,bearings - Precision Tools USA,2288.64,PO-931247,CC500,Engineering,net_30,paid
TXN-01946,2025-05-28,SUP023,Harbor Drayage,logistics,ocean freight,ocean freight - Harbor Drayage,13485.78,PO-815136,CC300,Manufacturing,net_30,overdue
TXN-02499,2025-05-28,SUP007,Liberty Composites,direct-materials,electronic components,electronic components - Liberty Composites,35270.71,PO-232430,CC200,Admin,net_30,paid
TXN-00813,2025-05-29,SUP021,Patriot Trucking,logistics,FTL domestic,FTL domestic - Patriot Trucking,12972.23,PO-598424,CC100,Engineering,net_15,paid
TXN-00938,2025-05-29,SUP014,Continental Freight,logistics,drayage,drayage - Continental Freight,9671.09,PO-719371,CC400,Manufacturing,net_45,paid
TXN-00973,2025-05-29,SUP048,CoreShield Insulation,mro,cutting tools,cutting tools - CoreShield Insulation,7439.68,PO-481377,CC200,Engineering,net_15,paid
TXN-01428,2025-05-29,SUP019,Mountain Transport,logistics,LTL domestic,LTL domestic - Mountain Transport,6580.73,PO-322203,CC500,Manufacturing,net_30,pending
TXN-01528,2025-05-29,SUP003,Pacific Aluminum,direct-materials,electronic components,electronic components - Pacific Aluminum,29283.53,PO-657980,CC100,Engineering,net_30,paid
TXN-02220,2025-05-29,SUP003,Pacific Aluminum,direct-materials,plastic resin,plastic resin - Pacific Aluminum,17823.78,PO-329737,CC400,Operations,net_30,pending
TXN-00176,2025-05-30,SUP041,ThermaFlow HVAC,mro,flooring,flooring - ThermaFlow HVAC,2871.04,PO-591699,CC400,Engineering,net_30,pending
TXN-00788,2025-05-30,SUP045,ProWeld Gases,mro,insulation,insulation - ProWeld Gases,2612.2,PO-422722,CC300,Admin,net_30,paid
TXN-01407,2025-05-30,SUP029,Greenfield Facilities,indirect,catering,catering - Greenfield Facilities,13402.17,PO-218661,CC500,Quality,net_30,overdue
TXN-01853,2025-05-30,SUP019,Mountain Transport,logistics,ocean freight,ocean freight - Mountain Transport,18170.54,PO-924076,CC300,Engineering,net_30,pending
TXN-02054,2025-05-30,SUP004,Apex Electronics,direct-materials,polymers,polymers - Apex Electronics,21074.67,PO-438986,CC400,Admin,net_30,paid
TXN-02083,2025-05-30,SUP046,Atlas Abrasives,mro,lubricants,lubricants - Atlas Abrasives,5728.44,PO-142079,CC200,Admin,net_30,paid
TXN-02210,2025-05-30,SUP003,Pacific Aluminum,direct-materials,plastic resin,plastic resin - Pacific Aluminum,42557.16,PO-469604,CC300,Operations,net_30,paid
TXN-02429,2025-05-30,SUP017,Pacific Logistics,logistics,warehousing,warehousing - Pacific Logistics,3500.17,PO-304753,CC200,Operations,net_30,paid
TXN-00637,2025-05-31,SUP034,Cornerstone Training,indirect,marketing,marketing - Cornerstone Training,1753.55,PO-194545,CC500,Engineering,net_30,paid
TXN-00865,2025-05-31,SUP047,SignalFire Detection,mro,insulation,insulation - SignalFire Detection,6357.03,PO-666366,CC200,Manufacturing,net_30,paid
TXN-01097,2025-05-31,SUP001,Great Lakes Steel,direct-materials,wire harness,wire harness - Great Lakes Steel,34552.15,PO-188896,CC300,Engineering,net_45,paid
TXN-01176,2025-05-31,SUP041,ThermaFlow HVAC,mro,insulation,insulation - ThermaFlow HVAC,7313.75,PO-458143,CC200,Quality,net_30,paid
TXN-00003,2025-06-01,SUP004,Apex Electronics,direct-materials,specialty metals,specialty metals - Apex Electronics,173615.85,PO-639131,CC200,Engineering,net_30,paid
TXN-00087,2025-06-01,SUP019,Mountain Transport,logistics,expedited,expedited - Mountain Transport,18465.73,PO-820775,CC200,Engineering,net_30,pending
TXN-00089,2025-06-01,SUP010,Keystone Coatings,direct-materials,aluminum sheet,aluminum sheet - Keystone Coatings,41611.22,PO-162535,CC200,Engineering,net_15,paid
TXN-00666,2025-06-01,SUP037,SafeGuard PPE,mro,calibration services,calibration services - SafeGuard PPE,3535.8,PO-182954,CC200,Engineering,net_30,paid
TXN-01052,2025-06-01,SUP019,Mountain Transport,logistics,FTL domestic,FTL domestic - Mountain Transport,10109.76,PO-673734,CC500,Quality,net_30,paid
TXN-01259,2025-06-01,SUP025,Bright Spark Energy,indirect,catering,catering - Bright Spark Energy,10775.34,PO-449421,CC200,Quality,net_45,paid
TXN-02121,2025-06-01,SUP012,Redwood Rubber,direct-materials,machined parts,machined parts - Redwood Rubber,38623.29,PO-170277,CC300,Quality,net_30,overdue
TXN-00015,2025-06-02,SUP009,Harbor Wire,direct-materials,specialty metals,specialty metals - Harbor Wire,132749.8,PO-109767,CC400,Admin,net_30,overdue
TXN-00177,2025-06-02,SUP038,Precision Tools USA,mro,lubricants,lubricants - Precision Tools USA,921.29,PO-425486,CC400,Quality,net_30,paid
TXN-00248,2025-06-02,SUP013,Pinnacle Alloys,direct-materials,fasteners,fasteners - Pinnacle Alloys,21413.38,PO-505116,CC500,Quality,net_45,pending
TXN-00288,2025-06-02,SUP001,Great Lakes Steel,direct-materials,coatings,coatings - Great Lakes Steel,35594.77,PO-147489,CC400,Engineering,net_45,paid
TXN-00332,2025-06-02,SUP040,AquaPure Filtration,mro,electrical,electrical - AquaPure Filtration,2715.35,PO-186023,CC300,Operations,net_30,paid
TXN-01163,2025-06-02,SUP022,Skybridge Air Cargo,logistics,air freight,air freight - Skybridge Air Cargo,14432.85,PO-913432,CC500,Admin,net_30,paid
TXN-01645,2025-06-02,SUP028,Clearview IT Services,indirect,consulting,consulting - Clearview IT Services,1894.87,PO-238808,CC500,Admin,net_30,pending
TXN-01860,2025-06-02,SUP030,Nova Staffing,indirect,legal services,legal services - Nova Staffing,11565.52,PO-904378,CC400,Engineering,net_30,paid
TXN-01861,2025-06-02,SUP048,CoreShield Insulation,mro,HVAC parts,HVAC parts - CoreShield Insulation,1641.54,PO-290498,CC500,Engineering,net_15,paid
TXN-02148,2025-06-02,SUP049,Ridgeline Hydraulics,mro,lubricants,lubricants - Ridgeline Hydraulics,1009.96,PO-693659,CC200,Operations,net_30,paid
TXN-02340,2025-06-02,SUP033,Riverview Insurance,indirect,print services,print services - Riverview Insurance,15662.0,PO-353225,CC500,Admin,net_45,paid
TXN-02450,2025-06-02,SUP034,Cornerstone Training,indirect,consulting,consulting - Cornerstone Training,12246.48,PO-698336,CC200,Engineering,net_30,paid
TXN-02492,2025-06-02,SUP038,Precision Tools USA,mro,electrical,electrical - Precision Tools USA,5355.05,PO-347905,CC200,Manufacturing,net_30,pending
TXN-00128,2025-06-03,SUP022,Skybridge Air Cargo,logistics,expedited,expedited - Skybridge Air Cargo,20693.12,PO-247594,CC200,Quality,net_30,overdue
TXN-00174,2025-06-03,SUP010,Keystone Coatings,direct-materials,machined parts,machined parts - Keystone Coatings,36127.97,PO-285751,CC400,Quality,net_15,pending
TXN-00424,2025-06-03,SUP033,Riverview Insurance,indirect,temp staffing,temp staffing - Riverview Insurance,3702.98,PO-720647,CC500,Manufacturing,net_45,paid
TXN-00645,2025-06-03,SUP026,Helix Consulting,indirect,facilities maintenance,facilities maintenance - Helix Consulting,12616.02,PO-681489,CC200,Quality,net_30,paid
TXN-01512,2025-06-03,SUP003,Pacific Aluminum,direct-materials,fasteners,fasteners - Pacific Aluminum,12099.73,PO-376537,CC300,Admin,net_30,pending
TXN-01661,2025-06-03,SUP048,CoreShield Insulation,mro,fire detection,fire detection - CoreShield Insulation,6449.9,PO-443005,CC200,Admin,net_15,paid
TXN-00327,2025-06-04,SUP046,Atlas Abrasives,mro,calibration services,calibration services - Atlas Abrasives,6656.77,PO-413814,CC200,Admin,net_30,paid
TXN-00339,2025-06-04,SUP018,Gulf Coast Shipping,logistics,expedited,expedited - Gulf Coast Shipping,12264.25,PO-478666,CC300,Operations,net_30,paid
TXN-00609,2025-06-04,SUP009,Harbor Wire,direct-materials,electronic components,electronic components - Harbor Wire,24276.25,PO-639535,CC300,Operations,net_30,paid
TXN-00710,2025-06-04,SUP047,SignalFire Detection,mro,filtration,filtration - SignalFire Detection,1027.91,PO-326387,CC500,Manufacturing,net_30,paid
TXN-00841,2025-06-04,SUP032,Metro Print Services,indirect,print services,print services - Metro Print Services,2861.42,PO-992805,CC300,Engineering,net_30,paid
TXN-01340,2025-06-04,SUP021,Patriot Trucking,logistics,LTL domestic,LTL domestic - Patriot Trucking,21595.4,PO-865411,CC200,Manufacturing,net_15,paid
TXN-01427,2025-06-04,SUP013,Pinnacle Alloys,direct-materials,polymers,polymers - Pinnacle Alloys,17987.02,PO-480320,CC500,Engineering,net_45,paid
TXN-01629,2025-06-04,SUP039,Voltex Electrical,mro,PPE,PPE - Voltex Electrical,2260.23,PO-631562,CC400,Manufacturing,net_30,paid
TXN-01941,2025-06-04,SUP016,Midwest Express,logistics,drayage,drayage - Midwest Express,10043.4,PO-826871,CC200,Engineering,net_30,pending
TXN-02094,2025-06-04,SUP043,FloorMaster Surfaces,mro,electrical,electrical - FloorMaster Surfaces,6930.19,PO-746311,CC100,Manufacturing,net_15,pending
TXN-02266,2025-06-04,SUP045,ProWeld Gases,mro,PPE,PPE - ProWeld Gases,4615.11,PO-263125,CC100,Manufacturing,net_30,overdue
TXN-02382,2025-06-04,SUP023,Harbor Drayage,logistics,FTL domestic,FTL domestic - Harbor Drayage,5946.38,PO-426346,CC500,Manufacturing,net_30,pending
TXN-01767,2025-06-05,SUP035,Prism Marketing,indirect,training,training - Prism Marketing,14033.58,PO-257692,CC100,Engineering,net_15,pending
TXN-02036,2025-06-05,SUP044,LubeMax Industrial,mro,industrial supplies,industrial supplies - LubeMax Industrial,2248.07,PO-505695,CC300,Admin,net_30,paid
TXN-02263,2025-06-05,SUP013,Pinnacle Alloys,direct-materials,composite panels,composite panels - Pinnacle Alloys,8525.82,PO-444745,CC200,Quality,net_45,paid
TXN-02431,2025-06-05,SUP026,Helix Consulting,indirect,print services,print services - Helix Consulting,3293.77,PO-586806,CC100,Operations,net_30,pending
TXN-00091,2025-06-06,SUP033,Riverview Insurance,indirect,catering,catering - Riverview Insurance,10409.7,PO-727086,CC100,Quality,net_45,paid
TXN-00198,2025-06-06,SUP033,Riverview Insurance,indirect,temp staffing,temp staffing - Riverview Insurance,7670.36,PO-493124,CC200,Manufacturing,net_45,paid
TXN-00283,2025-06-06,SUP044,LubeMax Industrial,mro,hydraulic parts,hydraulic parts - LubeMax Industrial,6160.55,PO-651033,CC400,Admin,net_30,paid
TXN-00322,2025-06-06,SUP045,ProWeld Gases,mro,abrasives,abrasives - ProWeld Gases,2193.93,PO-785491,CC100,Manufacturing,net_30,paid
TXN-01159,2025-06-06,SUP001,Great Lakes Steel,direct-materials,specialty metals,specialty metals - Great Lakes Steel,22498.78,PO-699596,CC100,Operations,net_45,overdue
TXN-01597,2025-06-06,SUP027,Apex Legal Partners,indirect,insurance,insurance - Apex Legal Partners,11369.44,PO-678211,CC400,Operations,net_45,paid
TXN-01642,2025-06-06,SUP019,Mountain Transport,logistics,LTL domestic,LTL domestic - Mountain Transport,10514.58,PO-528346,CC400,Admin,net_30,overdue
TXN-02035,2025-06-06,SUP004,Apex Electronics,direct-materials,electronic components,electronic components - Apex Electronics,34053.46,PO-294589,CC100,Manufacturing,net_30,paid
TXN-02113,2025-06-06,SUP014,Continental Freight,logistics,last mile,last mile - Continental Freight,21143.08,PO-963442,CC400,Manufacturing,net_45,overdue
TXN-00055,2025-06-07,SUP038,Precision Tools USA,mro,industrial supplies,industrial supplies - Precision Tools USA,4732.94,PO-773971,CC400,Operations,net_30,pending
TXN-00403,2025-06-07,SUP035,Prism Marketing,indirect,IT services,IT services - Prism Marketing,11664.78,PO-424960,CC100,Admin,net_15,pending
TXN-01059,2025-06-07,SUP034,Cornerstone Training,indirect,print services,print services - Cornerstone Training,11887.73,PO-404824,CC400,Quality,net_30,paid
TXN-02364,2025-06-07,SUP020,Lakeshore Warehousing,logistics,warehousing,warehousing - Lakeshore Warehousing,24137.02,PO-584405,CC100,Quality,net_30,paid
TXN-01275,2025-06-08,SUP041,ThermaFlow HVAC,mro,filtration,filtration - ThermaFlow HVAC,1745.95,PO-496077,CC100,Engineering,net_30,paid
TXN-01554,2025-06-08,SUP036,Industrial Supply Co,mro,filtration,filtration - Industrial Supply Co,1996.42,PO-411777,CC500,Quality,net_30,paid
TXN-01620,2025-06-08,SUP018,Gulf Coast Shipping,logistics,warehousing,warehousing - Gulf Coast Shipping,20590.96,PO-362073,CC500,Engineering,net_30,paid
TXN-01875,2025-06-08,SUP042,BearingPoint Mechanical,mro,fire detection,fire detection - BearingPoint Mechanical,2755.21,PO-782028,CC400,Quality,net_30,paid
TXN-00417,2025-06-09,SUP050,Beacon Calibration,mro,HVAC parts,HVAC parts - Beacon Calibration,6836.35,PO-679958,CC400,Manufacturing,net_30,paid
TXN-00475,2025-06-09,SUP047,SignalFire Detection,mro,PPE,PPE - SignalFire Detection,7356.3,PO-506951,CC500,Quality,net_30,paid
TXN-01293,2025-06-09,SUP015,Atlantic Carriers,logistics,warehousing,warehousing - Atlantic Carriers,8700.07,PO-216793,CC100,Engineering,net_45,paid
TXN-02141,2025-06-09,SUP009,Harbor Wire,direct-materials,aluminum sheet,aluminum sheet - Harbor Wire,12477.4,PO-698129,CC200,Operations,net_30,paid
TXN-00540,2025-06-10,SUP029,Greenfield Facilities,indirect,catering,catering - Greenfield Facilities,14720.81,PO-998198,CC400,Quality,net_30,paid
TXN-00836,2025-06-10,SUP006,Summit Metals,direct-materials,coatings,coatings - Summit Metals,27364.2,PO-357143,CC400,Manufacturing,net_30,paid
TXN-00882,2025-06-10,SUP006,Summit Metals,direct-materials,aluminum sheet,aluminum sheet - Summit Metals,8234.93,PO-841071,CC500,Engineering,net_30,paid
TXN-01053,2025-06-10,SUP017,Pacific Logistics,logistics,last mile,last mile - Pacific Logistics,6916.24,PO-121508,CC200,Operations,net_30,paid
TXN-01122,2025-06-10,SUP010,Keystone Coatings,direct-materials,specialty metals,specialty metals - Keystone Coatings,40054.79,PO-938663,CC500,Admin,net_15,paid
TXN-01466,2025-06-10,SUP007,Liberty Composites,direct-materials,polymers,polymers - Liberty Composites,44828.44,PO-781180,CC100,Admin,net_30,pending
TXN-02391,2025-06-10,SUP024,Pinnacle Office Solutions,indirect,insurance,insurance - Pinnacle Office Solutions,7944.73,PO-957915,CC100,Quality,net_30,paid
TXN-02478,2025-06-10,SUP024,Pinnacle Office Solutions,indirect,IT services,IT services - Pinnacle Office Solutions,4968.07,PO-441045,CC300,Quality,net_30,paid
