transaction_id,date,category,supplier,description,amount_usd,po_number,cost_center
TXN-1959,2026-04-13,Raw materials,Pacific Aluminum,Raw materials services,84266.12,PO-1959,CC-817
TXN-2421,2026-03-11,MRO,Grainger West,MRO services,39356.69,PO-2421,CC-604
TXN-2007,2025-06-16,Professional services,Whitfield Advisory,Professional services services,25583.76,PO-2007,CC-100
TXN-1428,2026-02-27,Logistics,Horizon Distribution,Logistics services,78105.94,PO-1428,CC-760
TXN-1027,2025-06-21,IT services,TechBridge Systems,IT services services,65031.3,PO-1027,CC-611
TXN-1146,2025-12-11,IT services,TechBridge Systems,IT services services,90436.51,PO-1146,CC-195
TXN-1453,2026-03-11,Logistics,Coastal Transport Co,Logistics services,87390.52,PO-1453,CC-183
TXN-1751,2025-06-20,Raw materials,Apex Electronics,Raw materials services,34609.2,PO-1751,CC-402
TXN-1101,2025-10-17,IT services,TechBridge Systems,IT services services,107995.67,PO-1101,CC-600
TXN-1525,2025-06-12,Facilities,Meridian Maintenance Group,Facilities services,76966.55,PO-1525,CC-480
TXN-2077,2025-09-09,Professional services,Broadview Analytics,Professional services services,26446.72,PO-2077,CC-512
TXN-2181,2026-02-15,Professional services,Whitfield Advisory,Professional services services,40775.37,PO-2181,CC-736
TXN-1796,2025-08-08,Raw materials,Cascade Fasteners,Raw materials services,70180.17,PO-1796,CC-556
TXN-1066,2025-08-14,IT services,Pinnacle IT Group,IT services services,68193.93,PO-1066,CC-578
TXN-1203,2026-03-14,IT services,Pinnacle IT Group,IT services services,96372.88,PO-1203,CC-280
TXN-1393,2025-12-19,Logistics,Redline Logistics LLC,Logistics services,80347.63,PO-1393,CC-331
TXN-1995,2025-06-16,Professional services,Keystone Legal,Professional services services,27486.24,PO-1995,CC-642
TXN-2201,2026-03-28,Professional services,Nexus Staffing,Professional services services,66371.77,PO-2201,CC-607
TXN-1414,2026-01-24,Logistics,Redline Logistics LLC,Logistics services,32310.08,PO-1414,CC-540
TXN-2271,2025-07-27,MRO,Grainger West,MRO services,67610.97,PO-2271,CC-870
TXN-1366,2025-11-14,Logistics,Redline Logistics LLC,Logistics services,39884.63,PO-1366,CC-638
TXN-1266,2025-06-13,Logistics,Horizon Distribution,Logistics services,73982.59,PO-1266,CC-933
TXN-1090,2025-09-03,IT services,NetSecure Corp,IT services services,114070.76,PO-1090,CC-109
TXN-1137,2025-12-18,IT services,Pinnacle IT Group,IT services services,95566.64,PO-1137,CC-230
TXN-2350,2025-11-19,MRO,Grainger West,MRO services,49663.96,PO-2350,CC-752
TXN-1198,2026-03-19,IT services,CloudStack Solutions,IT services services,103470.77,PO-1198,CC-901
TXN-2304,2025-09-06,MRO,ToolWorks Inc,MRO services,31366.49,PO-2304,CC-787
TXN-1660,2026-02-23,Facilities,ProClean Services,Facilities services,60296.91,PO-1660,CC-165
TXN-1840,2025-10-07,Raw materials,Bayshore Materials,Raw materials services,55626.21,PO-1840,CC-535
TXN-1661,2026-02-03,Facilities,ProClean Services,Facilities services,93646.38,PO-1661,CC-583
TXN-1580,2025-09-09,Facilities,GreenSpace Facilities,Facilities services,82537.49,PO-1580,CC-945
TXN-2432,2026-03-16,MRO,ToolWorks Inc,MRO services,39118.5,PO-2432,CC-534
TXN-2130,2025-12-19,Professional services,Keystone Legal,Professional services services,42892.31,PO-2130,CC-401
TXN-2019,2025-07-24,Professional services,Keystone Legal,Professional services services,30869.52,PO-2019,CC-101
TXN-2409,2026-02-14,MRO,FastParts Direct,MRO services,58735.36,PO-2409,CC-461
TXN-2180,2026-02-22,Professional services,Sterling Consulting,Professional services services,66526.92,PO-2180,CC-762
TXN-1794,2025-08-04,Raw materials,Apex Electronics,Raw materials services,35805.81,PO-1794,CC-364
TXN-2104,2025-11-05,Professional services,Sterling Consulting,Professional services services,47931.77,PO-2104,CC-762
TXN-1130,2025-11-07,IT services,Pinnacle IT Group,IT services services,111714.85,PO-1130,CC-360
TXN-2296,2025-08-28,MRO,Grainger West,MRO services,58582.17,PO-2296,CC-658
TXN-1490,2026-04-04,Logistics,Horizon Distribution,Logistics services,46940.74,PO-1490,CC-148
TXN-1746,2025-06-25,Raw materials,Great Lakes Steel,Raw materials services,49671.39,PO-1746,CC-728
TXN-1039,2025-07-11,IT services,NetSecure Corp,IT services services,101265.34,PO-1039,CC-214
TXN-1380,2025-11-14,Logistics,National Carriers Inc,Logistics services,88333.07,PO-1380,CC-447
TXN-1777,2025-08-13,Raw materials,Pacific Aluminum,Raw materials services,77792.86,PO-1777,CC-473
TXN-2037,2025-08-20,Professional services,Keystone Legal,Professional services services,53833.25,PO-2037,CC-594
TXN-1002,2025-05-22,IT services,DataVault Inc,IT services services,98700.77,PO-1002,CC-858
TXN-1930,2026-03-22,Raw materials,Great Lakes Steel,Raw materials services,82388.59,PO-1930,CC-840
TXN-1752,2025-06-03,Raw materials,Heartland Polymers,Raw materials services,71683.69,PO-1752,CC-374
TXN-2110,2025-11-01,Professional services,Broadview Analytics,Professional services services,53363.65,PO-2110,CC-623
TXN-1540,2025-07-18,Facilities,SafeGuard Security,Facilities services,63150.1,PO-1540,CC-232
TXN-1606,2025-11-08,Facilities,SafeGuard Security,Facilities services,69069.55,PO-1606,CC-404
TXN-1921,2026-02-12,Raw materials,Great Lakes Steel,Raw materials services,39226.47,PO-1921,CC-635
TXN-2214,2026-04-20,Professional services,Keystone Legal,Professional services services,52166.15,PO-2214,CC-714
TXN-2088,2025-10-17,Professional services,Keystone Legal,Professional services services,65002.44,PO-2088,CC-910
TXN-1142,2025-12-11,IT services,RapidDeploy LLC,IT services services,88338.77,PO-1142,CC-576
TXN-1329,2025-09-14,Logistics,Horizon Distribution,Logistics services,52609.4,PO-1329,CC-279
TXN-2136,2025-12-15,Professional services,Broadview Analytics,Professional services services,73179.27,PO-2136,CC-246
TXN-1564,2025-08-12,Facilities,GreenSpace Facilities,Facilities services,41175.01,PO-1564,CC-627
TXN-1960,2026-04-15,Raw materials,Bayshore Materials,Raw materials services,48823.96,PO-1960,CC-378
TXN-1663,2026-02-24,Facilities,Meridian Maintenance Group,Facilities services,82630.42,PO-1663,CC-761
TXN-1713,2025-05-27,Raw materials,Great Lakes Steel,Raw materials services,60505.81,PO-1713,CC-967
TXN-2114,2025-11-09,Professional services,Keystone Legal,Professional services services,66994.03,PO-2114,CC-771
TXN-1383,2025-12-22,Logistics,Horizon Distribution,Logistics services,92501.34,PO-1383,CC-585
TXN-2161,2026-01-23,Professional services,Nexus Staffing,Professional services services,37039.5,PO-2161,CC-256
TXN-1389,2025-12-20,Logistics,Redline Logistics LLC,Logistics services,93443.55,PO-1389,CC-419
TXN-2004,2025-06-27,Professional services,Nexus Staffing,Professional services services,71268.93,PO-2004,CC-929
TXN-2112,2025-11-04,Professional services,Keystone Legal,Professional services services,39290.09,PO-2112,CC-593
TXN-1604,2025-11-22,Facilities,SafeGuard Security,Facilities services,68298.39,PO-1604,CC-890
TXN-2145,2026-01-11,Professional services,Keystone Legal,Professional services services,71352.58,PO-2145,CC-875
TXN-1897,2026-01-28,Raw materials,Bayshore Materials,Raw materials services,31130.53,PO-1897,CC-774
TXN-1994,2025-06-26,Professional services,Nexus Staffing,Professional services services,35380.36,PO-1994,CC-897
TXN-1081,2025-09-16,IT services,CloudStack Solutions,IT services services,43914.87,PO-1081,CC-614
TXN-1514,2025-06-24,Facilities,SafeGuard Security,Facilities services,84936.06,PO-1514,CC-534
TXN-1276,2025-07-03,Logistics,Redline Logistics LLC,Logistics services,66961.45,PO-1276,CC-330
TXN-1734,2025-06-02,Raw materials,Great Lakes Steel,Raw materials services,82419.48,PO-1734,CC-335
TXN-1774,2025-07-13,Raw materials,Apex Electronics,Raw materials services,48110.83,PO-1774,CC-426
TXN-1044,2025-07-12,IT services,RapidDeploy LLC,IT services services,55790.27,PO-1044,CC-880
TXN-1396,2025-12-22,Logistics,Redline Logistics LLC,Logistics services,70572.4,PO-1396,CC-949
TXN-1899,2026-01-10,Raw materials,Heartland Polymers,Raw materials services,73736.22,PO-1899,CC-761
TXN-2364,2025-12-12,MRO,Grainger West,MRO services,46171.3,PO-2364,CC-995
TXN-2144,2026-01-07,Professional services,Sterling Consulting,Professional services services,26459.5,PO-2144,CC-848
TXN-2442,2026-04-23,MRO,Industrial Supply Co,MRO services,40585.7,PO-2442,CC-267
TXN-2283,2025-08-03,MRO,Grainger West,MRO services,51796.4,PO-2283,CC-864
TXN-2000,2025-06-28,Professional services,Keystone Legal,Professional services services,70621.25,PO-2000,CC-277
TXN-1258,2025-06-27,Logistics,SwiftLine Freight,Logistics services,93030.71,PO-1258,CC-981
TXN-1220,2026-04-18,IT services,Pinnacle IT Group,IT services services,119467.95,PO-1220,CC-438
TXN-2099,2025-11-23,Professional services,Keystone Legal,Professional services services,61456.82,PO-2099,CC-192
TXN-1316,2025-08-14,Logistics,Horizon Distribution,Logistics services,72477.92,PO-1316,CC-806
TXN-1729,2025-05-21,Raw materials,Bayshore Materials,Raw materials services,88144.41,PO-1729,CC-877
TXN-2206,2026-04-15,Professional services,Broadview Analytics,Professional services services,64030.32,PO-2206,CC-190
TXN-1123,2025-11-28,IT services,Pinnacle IT Group,IT services services,66115.65,PO-1123,CC-171
TXN-1694,2026-04-07,Facilities,ProClean Services,Facilities services,89666.89,PO-1694,CC-923
TXN-1188,2026-02-08,IT services,CloudStack Solutions,IT services services,89510.13,PO-1188,CC-229
TXN-2024,2025-07-11,Professional services,Whitfield Advisory,Professional services services,41668.43,PO-2024,CC-271
TXN-1323,2025-09-08,Logistics,Horizon Distribution,Logistics services,81183.52,PO-1323,CC-721
TXN-2451,2026-04-05,MRO,ToolWorks Inc,MRO services,43537.92,PO-2451,CC-989
TXN-2360,2025-12-20,MRO,FastParts Direct,MRO services,44085.32,PO-2360,CC-714
TXN-2273,2025-07-20,MRO,FastParts Direct,MRO services,63448.74,PO-2273,CC-736
TXN-1318,2025-09-04,Logistics,National Carriers Inc,Logistics services,86121.35,PO-1318,CC-342
TXN-1974,2025-05-02,Professional services,Whitfield Advisory,Professional services services,30579.45,PO-1974,CC-950
TXN-2191,2026-03-16,Professional services,Whitfield Advisory,Professional services services,48373.76,PO-2191,CC-215
TXN-2438,2026-04-24,MRO,FastParts Direct,MRO services,29176.27,PO-2438,CC-253
TXN-2340,2025-11-20,MRO,Grainger West,MRO services,58396.37,PO-2340,CC-106
TXN-1498,2025-05-09,Facilities,GreenSpace Facilities,Facilities services,96678.96,PO-1498,CC-865
TXN-1811,2025-09-07,Raw materials,Great Lakes Steel,Raw materials services,73118.4,PO-1811,CC-560
TXN-1246,2025-05-08,Logistics,National Carriers Inc,Logistics services,50352.86,PO-1246,CC-395
TXN-2198,2026-03-22,Professional services,Whitfield Advisory,Professional services services,48317.17,PO-2198,CC-792
TXN-1566,2025-09-05,Facilities,SafeGuard Security,Facilities services,61987.52,PO-1566,CC-199
TXN-2428,2026-03-01,MRO,Grainger West,MRO services,36847.4,PO-2428,CC-112
TXN-2280,2025-07-07,MRO,Industrial Supply Co,MRO services,50909.7,PO-2280,CC-786
TXN-1665,2026-02-22,Facilities,GreenSpace Facilities,Facilities services,57160.19,PO-1665,CC-777
TXN-1890,2026-01-05,Raw materials,Heartland Polymers,Raw materials services,66659.27,PO-1890,CC-521
TXN-1484,2026-04-05,Logistics,Horizon Distribution,Logistics services,82178.77,PO-1484,CC-139
TXN-1232,2025-05-11,Logistics,National Carriers Inc,Logistics services,62281.81,PO-1232,CC-288
TXN-1447,2026-02-20,Logistics,National Carriers Inc,Logistics services,65168.0,PO-1447,CC-262
TXN-1107,2025-10-23,IT services,CloudStack Solutions,IT services services,48842.56,PO-1107,CC-252
TXN-1739,2025-06-19,Raw materials,Great Lakes Steel,Raw materials services,86359.54,PO-1739,CC-247
TXN-1407,2026-01-14,Logistics,National Carriers Inc,Logistics services,70450.29,PO-1407,CC-379
TXN-1612,2025-11-23,Facilities,SafeGuard Security,Facilities services,35384.9,PO-1612,CC-180
TXN-1986,2025-05-18,Professional services,Keystone Legal,Professional services services,49151.81,PO-1986,CC-590
TXN-1519,2025-06-28,Facilities,GreenSpace Facilities,Facilities services,35403.74,PO-1519,CC-461
TXN-1251,2025-06-03,Logistics,Horizon Distribution,Logistics services,84421.98,PO-1251,CC-161
TXN-2431,2026-03-16,MRO,ToolWorks Inc,MRO services,33300.58,PO-2431,CC-727
TXN-2126,2025-12-24,Professional services,Whitfield Advisory,Professional services services,61061.09,PO-2126,CC-927
TXN-1087,2025-09-07,IT services,NetSecure Corp,IT services services,114524.8,PO-1087,CC-785
TXN-1325,2025-09-24,Logistics,Horizon Distribution,Logistics services,74948.65,PO-1325,CC-885
TXN-1662,2026-02-06,Facilities,ProClean Services,Facilities services,51379.53,PO-1662,CC-887
TXN-1640,2026-01-15,Facilities,SafeGuard Security,Facilities services,57677.77,PO-1640,CC-871
TXN-1797,2025-09-25,Raw materials,Pacific Aluminum,Raw materials services,52657.93,PO-1797,CC-795
TXN-1969,2026-04-08,Raw materials,Heartland Polymers,Raw materials services,34935.31,PO-1969,CC-464
TXN-1427,2026-02-25,Logistics,Coastal Transport Co,Logistics services,44157.51,PO-1427,CC-457
TXN-2068,2025-09-18,Professional services,Sterling Consulting,Professional services services,28885.48,PO-2068,CC-506
TXN-1193,2026-03-10,IT services,CloudStack Solutions,IT services services,86105.54,PO-1193,CC-689
TXN-1944,2026-03-08,Raw materials,Pacific Aluminum,Raw materials services,73247.67,PO-1944,CC-575
TXN-1408,2026-01-04,Logistics,SwiftLine Freight,Logistics services,79860.02,PO-1408,CC-453
TXN-1069,2025-08-07,IT services,CloudStack Solutions,IT services services,59761.16,PO-1069,CC-649
TXN-2398,2026-02-27,MRO,ToolWorks Inc,MRO services,38285.06,PO-2398,CC-383
TXN-2396,2026-02-24,MRO,FastParts Direct,MRO services,45976.97,PO-2396,CC-820
TXN-1789,2025-08-18,Raw materials,Bayshore Materials,Raw materials services,82461.45,PO-1789,CC-708
TXN-1510,2025-05-26,Facilities,SafeGuard Security,Facilities services,50473.86,PO-1510,CC-476
TXN-1250,2025-05-21,Logistics,Redline Logistics LLC,Logistics services,66472.15,PO-1250,CC-252
TXN-1026,2025-06-07,IT services,Pinnacle IT Group,IT services services,61284.58,PO-1026,CC-680
TXN-1782,2025-08-28,Raw materials,Bayshore Materials,Raw materials services,33632.1,PO-1782,CC-914
TXN-1513,2025-06-26,Facilities,GreenSpace Facilities,Facilities services,56618.48,PO-1513,CC-631
TXN-1394,2025-12-25,Logistics,National Carriers Inc,Logistics services,85600.78,PO-1394,CC-938
TXN-1372,2025-11-16,Logistics,National Carriers Inc,Logistics services,75478.93,PO-1372,CC-829
TXN-1963,2026-04-14,Raw materials,Apex Electronics,Raw materials services,57085.07,PO-1963,CC-223
TXN-2113,2025-11-09,Professional services,Sterling Consulting,Professional services services,41150.47,PO-2113,CC-755
TXN-2448,2026-04-10,MRO,FastParts Direct,MRO services,66831.33,PO-2448,CC-463
TXN-1804,2025-09-02,Raw materials,Pacific Aluminum,Raw materials services,33514.85,PO-1804,CC-929
TXN-1546,2025-07-05,Facilities,Meridian Maintenance Group,Facilities services,82757.97,PO-1546,CC-543
TXN-1115,2025-11-26,IT services,DataVault Inc,IT services services,117837.5,PO-1115,CC-281
TXN-1300,2025-08-21,Logistics,Coastal Transport Co,Logistics services,75899.38,PO-1300,CC-182
TXN-1165,2026-01-18,IT services,NetSecure Corp,IT services services,65432.96,PO-1165,CC-182
TXN-1677,2026-03-07,Facilities,GreenSpace Facilities,Facilities services,47936.04,PO-1677,CC-872
TXN-1065,2025-08-04,IT services,Pinnacle IT Group,IT services services,55111.67,PO-1065,CC-774
TXN-1950,2026-03-24,Raw materials,Bayshore Materials,Raw materials services,51779.88,PO-1950,CC-844
TXN-1761,2025-07-13,Raw materials,Great Lakes Steel,Raw materials services,46790.98,PO-1761,CC-897
TXN-2021,2025-07-11,Professional services,Sterling Consulting,Professional services services,33562.75,PO-2021,CC-928
TXN-1639,2026-01-08,Facilities,Meridian Maintenance Group,Facilities services,63806.03,PO-1639,CC-106
TXN-1861,2025-11-16,Raw materials,Pacific Aluminum,Raw materials services,56413.83,PO-1861,CC-435
TXN-1701,2026-04-12,Facilities,SafeGuard Security,Facilities services,52772.01,PO-1701,CC-625
TXN-1445,2026-02-03,Logistics,Horizon Distribution,Logistics services,94333.63,PO-1445,CC-616
TXN-2011,2025-06-28,Professional services,Whitfield Advisory,Professional services services,62706.92,PO-2011,CC-638
TXN-1031,2025-06-13,IT services,Pinnacle IT Group,IT services services,111580.6,PO-1031,CC-470
TXN-1309,2025-08-19,Logistics,SwiftLine Freight,Logistics services,65619.67,PO-1309,CC-798
TXN-1185,2026-02-12,IT services,TechBridge Systems,IT services services,82971.17,PO-1185,CC-329
TXN-1477,2026-04-10,Logistics,Coastal Transport Co,Logistics services,85983.29,PO-1477,CC-185
TXN-1017,2025-05-13,IT services,DataVault Inc,IT services services,109078.96,PO-1017,CC-384
TXN-1898,2026-01-20,Raw materials,Pacific Aluminum,Raw materials services,41685.43,PO-1898,CC-621
TXN-2425,2026-03-02,MRO,Grainger West,MRO services,65037.02,PO-2425,CC-614
TXN-1552,2025-08-06,Facilities,ProClean Services,Facilities services,65445.75,PO-1552,CC-706
TXN-1578,2025-09-18,Facilities,GreenSpace Facilities,Facilities services,35978.35,PO-1578,CC-299
TXN-1210,2026-04-28,IT services,NetSecure Corp,IT services services,42203.25,PO-1210,CC-432
TXN-1381,2025-11-24,Logistics,National Carriers Inc,Logistics services,57191.92,PO-1381,CC-197
TXN-1046,2025-07-16,IT services,CloudStack Solutions,IT services services,87722.77,PO-1046,CC-119
TXN-2345,2025-11-16,MRO,Industrial Supply Co,MRO services,44340.45,PO-2345,CC-590
TXN-1102,2025-10-28,IT services,NetSecure Corp,IT services services,112180.37,PO-1102,CC-152
TXN-1312,2025-08-15,Logistics,Coastal Transport Co,Logistics services,40925.67,PO-1312,CC-753
TXN-1040,2025-07-15,IT services,NetSecure Corp,IT services services,74617.23,PO-1040,CC-103
TXN-1657,2026-02-18,Facilities,GreenSpace Facilities,Facilities services,69449.76,PO-1657,CC-573
TXN-1385,2025-12-24,Logistics,National Carriers Inc,Logistics services,37963.19,PO-1385,CC-481
TXN-2343,2025-11-27,MRO,ToolWorks Inc,MRO services,49784.25,PO-2343,CC-221
TXN-2276,2025-07-10,MRO,ToolWorks Inc,MRO services,46993.18,PO-2276,CC-125
TXN-2382,2026-01-20,MRO,ToolWorks Inc,MRO services,58766.64,PO-2382,CC-813
TXN-1928,2026-02-28,Raw materials,Pacific Aluminum,Raw materials services,32821.4,PO-1928,CC-680
TXN-2405,2026-02-25,MRO,Grainger West,MRO services,57371.32,PO-2405,CC-447
TXN-1933,2026-03-13,Raw materials,Great Lakes Steel,Raw materials services,57422.45,PO-1933,CC-253
TXN-1227,2026-04-12,IT services,DataVault Inc,IT services services,63560.02,PO-1227,CC-283
TXN-1594,2025-10-19,Facilities,Meridian Maintenance Group,Facilities services,79730.29,PO-1594,CC-591
TXN-2349,2025-11-09,MRO,FastParts Direct,MRO services,25113.57,PO-2349,CC-284
TXN-1374,2025-11-05,Logistics,Coastal Transport Co,Logistics services,41257.61,PO-1374,CC-381
TXN-1141,2025-12-14,IT services,NetSecure Corp,IT services services,62815.04,PO-1141,CC-904
TXN-1386,2025-12-19,Logistics,SwiftLine Freight,Logistics services,67223.59,PO-1386,CC-675
TXN-1846,2025-11-23,Raw materials,Bayshore Materials,Raw materials services,50264.55,PO-1846,CC-724
TXN-1551,2025-08-10,Facilities,SafeGuard Security,Facilities services,40809.73,PO-1551,CC-729
TXN-2090,2025-10-28,Professional services,Broadview Analytics,Professional services services,31278.01,PO-2090,CC-636
TXN-1584,2025-10-02,Facilities,GreenSpace Facilities,Facilities services,65282.86,PO-1584,CC-139
TXN-1557,2025-08-01,Facilities,GreenSpace Facilities,Facilities services,72987.63,PO-1557,CC-609
TXN-2256,2025-06-18,MRO,ToolWorks Inc,MRO services,56700.04,PO-2256,CC-856
TXN-2059,2025-09-08,Professional services,Broadview Analytics,Professional services services,52784.35,PO-2059,CC-587
TXN-1491,2026-04-26,Logistics,SwiftLine Freight,Logistics services,58534.35,PO-1491,CC-737
TXN-2281,2025-07-14,MRO,FastParts Direct,MRO services,61662.25,PO-2281,CC-955
TXN-1865,2025-12-14,Raw materials,Cascade Fasteners,Raw materials services,53046.85,PO-1865,CC-944
TXN-2447,2026-04-20,MRO,ToolWorks Inc,MRO services,61771.48,PO-2447,CC-303
TXN-1539,2025-07-01,Facilities,Meridian Maintenance Group,Facilities services,84232.69,PO-1539,CC-469
TXN-1452,2026-03-24,Logistics,National Carriers Inc,Logistics services,49900.26,PO-1452,CC-972
TXN-1775,2025-08-21,Raw materials,Pacific Aluminum,Raw materials services,72969.85,PO-1775,CC-602
TXN-2401,2026-02-18,MRO,Grainger West,MRO services,45457.25,PO-2401,CC-174
TXN-2323,2025-10-05,MRO,Grainger West,MRO services,52128.31,PO-2323,CC-474
TXN-1335,2025-09-24,Logistics,SwiftLine Freight,Logistics services,86554.4,PO-1335,CC-790
TXN-1512,2025-06-06,Facilities,GreenSpace Facilities,Facilities services,54770.45,PO-1512,CC-608
TXN-1809,2025-09-21,Raw materials,Heartland Polymers,Raw materials services,76685.57,PO-1809,CC-288
TXN-1896,2026-01-20,Raw materials,Cascade Fasteners,Raw materials services,65000.46,PO-1896,CC-391
TXN-2149,2026-01-27,Professional services,Keystone Legal,Professional services services,32821.63,PO-2149,CC-146
TXN-1844,2025-11-04,Raw materials,Apex Electronics,Raw materials services,80676.26,PO-1844,CC-894
TXN-1387,2025-12-04,Logistics,Coastal Transport Co,Logistics services,52795.65,PO-1387,CC-520
TXN-1766,2025-07-16,Raw materials,Pacific Aluminum,Raw materials services,54428.77,PO-1766,CC-901
TXN-2123,2025-12-22,Professional services,Broadview Analytics,Professional services services,69210.03,PO-2123,CC-467
TXN-1015,2025-05-03,IT services,RapidDeploy LLC,IT services services,55261.63,PO-1015,CC-146
TXN-1474,2026-04-27,Logistics,National Carriers Inc,Logistics services,93307.97,PO-1474,CC-304
TXN-2223,2026-04-26,Professional services,Whitfield Advisory,Professional services services,47092.74,PO-2223,CC-295
TXN-1600,2025-10-24,Facilities,GreenSpace Facilities,Facilities services,89614.49,PO-1600,CC-844
TXN-1882,2025-12-14,Raw materials,Great Lakes Steel,Raw materials services,87936.43,PO-1882,CC-810
TXN-1019,2025-05-22,IT services,NetSecure Corp,IT services services,68271.61,PO-1019,CC-373
TXN-1614,2025-11-27,Facilities,GreenSpace Facilities,Facilities services,46607.47,PO-1614,CC-651
TXN-1978,2025-05-07,Professional services,Sterling Consulting,Professional services services,73669.85,PO-1978,CC-761
TXN-2008,2025-06-07,Professional services,Keystone Legal,Professional services services,69769.49,PO-2008,CC-925
TXN-1018,2025-05-12,IT services,Pinnacle IT Group,IT services services,90655.51,PO-1018,CC-266
TXN-2096,2025-10-16,Professional services,Sterling Consulting,Professional services services,36508.06,PO-2096,CC-708
TXN-1961,2026-04-07,Raw materials,Heartland Polymers,Raw materials services,33958.8,PO-1961,CC-239
TXN-1588,2025-10-24,Facilities,GreenSpace Facilities,Facilities services,97304.08,PO-1588,CC-962
TXN-1705,2026-04-01,Facilities,Meridian Maintenance Group,Facilities services,81026.2,PO-1705,CC-367
TXN-1280,2025-07-08,Logistics,National Carriers Inc,Logistics services,94197.39,PO-1280,CC-567
TXN-2072,2025-09-05,Professional services,Sterling Consulting,Professional services services,44996.37,PO-2072,CC-680
TXN-1001,2025-05-08,IT services,CloudStack Solutions,IT services services,99106.22,PO-1001,CC-328
TXN-1022,2025-06-13,IT services,DataVault Inc,IT services services,52955.81,PO-1022,CC-376
TXN-1622,2025-12-10,Facilities,Meridian Maintenance Group,Facilities services,81983.08,PO-1622,CC-428
TXN-2404,2026-02-13,MRO,ToolWorks Inc,MRO services,53948.14,PO-2404,CC-676
TXN-1533,2025-07-23,Facilities,ProClean Services,Facilities services,62147.23,PO-1533,CC-555
TXN-1845,2025-11-24,Raw materials,Heartland Polymers,Raw materials services,41947.35,PO-1845,CC-702
TXN-1750,2025-06-19,Raw materials,Apex Electronics,Raw materials services,40520.87,PO-1750,CC-776
TXN-1631,2025-12-05,Facilities,GreenSpace Facilities,Facilities services,90687.8,PO-1631,CC-971
TXN-1905,2026-01-25,Raw materials,Heartland Polymers,Raw materials services,74615.62,PO-1905,CC-174
TXN-1184,2026-02-16,IT services,NetSecure Corp,IT services services,106558.68,PO-1184,CC-119
TXN-1466,2026-03-23,Logistics,SwiftLine Freight,Logistics services,43326.56,PO-1466,CC-889
TXN-2106,2025-11-10,Professional services,Keystone Legal,Professional services services,54537.56,PO-2106,CC-829
TXN-1987,2025-05-13,Professional services,Sterling Consulting,Professional services services,28919.63,PO-1987,CC-240
TXN-1712,2025-05-18,Raw materials,Apex Electronics,Raw materials services,40421.0,PO-1712,CC-757
TXN-1635,2025-12-19,Facilities,SafeGuard Security,Facilities services,84258.44,PO-1635,CC-790
TXN-2094,2025-10-27,Professional services,Whitfield Advisory,Professional services services,38084.61,PO-2094,CC-575
TXN-2310,2025-09-15,MRO,FastParts Direct,MRO services,36943.84,PO-2310,CC-436
TXN-2311,2025-09-05,MRO,ToolWorks Inc,MRO services,53914.99,PO-2311,CC-679
TXN-2073,2025-09-04,Professional services,Nexus Staffing,Professional services services,53274.59,PO-2073,CC-208
TXN-1891,2026-01-28,Raw materials,Cascade Fasteners,Raw materials services,70115.27,PO-1891,CC-322
TXN-2156,2026-01-23,Professional services,Whitfield Advisory,Professional services services,30663.53,PO-2156,CC-766
TXN-2303,2025-09-08,MRO,FastParts Direct,MRO services,29858.9,PO-2303,CC-731
TXN-2452,2026-04-11,MRO,FastParts Direct,MRO services,51526.23,PO-2452,CC-531
TXN-1936,2026-03-11,Raw materials,Bayshore Materials,Raw materials services,54326.37,PO-1936,CC-354
TXN-2224,2026-04-14,Professional services,Keystone Legal,Professional services services,29905.93,PO-2224,CC-147
TXN-2211,2026-04-21,Professional services,Nexus Staffing,Professional services services,52273.51,PO-2211,CC-787
TXN-1363,2025-11-01,Logistics,Redline Logistics LLC,Logistics services,73885.49,PO-1363,CC-234
TXN-2105,2025-11-01,Professional services,Whitfield Advisory,Professional services services,54183.18,PO-2105,CC-329
TXN-1277,2025-07-04,Logistics,Redline Logistics LLC,Logistics services,61183.05,PO-1277,CC-763
TXN-2434,2026-04-09,MRO,ToolWorks Inc,MRO services,61182.27,PO-2434,CC-561
TXN-2413,2026-02-19,MRO,ToolWorks Inc,MRO services,38558.95,PO-2413,CC-375
TXN-1558,2025-08-10,Facilities,SafeGuard Security,Facilities services,74541.17,PO-1558,CC-594
TXN-2108,2025-11-07,Professional services,Keystone Legal,Professional services services,47188.79,PO-2108,CC-577
TXN-1957,2026-04-14,Raw materials,Cascade Fasteners,Raw materials services,63098.5,PO-1957,CC-778
TXN-1976,2025-05-21,Professional services,Keystone Legal,Professional services services,58372.77,PO-1976,CC-186
TXN-1667,2026-02-13,Facilities,Meridian Maintenance Group,Facilities services,97449.72,PO-1667,CC-641
TXN-1731,2025-06-21,Raw materials,Cascade Fasteners,Raw materials services,57673.03,PO-1731,CC-109
TXN-2359,2025-12-20,MRO,Grainger West,MRO services,59925.86,PO-2359,CC-198
TXN-1072,2025-08-21,IT services,RapidDeploy LLC,IT services services,47727.8,PO-1072,CC-653
TXN-1059,2025-08-21,IT services,CloudStack Solutions,IT services services,45579.27,PO-1059,CC-160
TXN-1350,2025-10-09,Logistics,National Carriers Inc,Logistics services,70996.05,PO-1350,CC-133
TXN-2079,2025-10-11,Professional services,Broadview Analytics,Professional services services,26511.52,PO-2079,CC-807
