shipment_id,carrier_id,mode,from_location,to_location,total_gbp,ship_date
SH-00574,CAR009,road_pallet_network,Birmingham,Newcastle,649.12,2026-03-29
SH-00986,CAR014,sea_fcl,Felixstowe,Hong Kong,3460.5,2026-03-29
SH-01037,CAR001,road_ltl,Birmingham,Glasgow,735.62,2026-03-29
SH-00427,CAR007,road_temp_controlled,Manchester,Oslo,3680.25,2026-03-30
SH-00827,CAR010,road_ftl,Manchester,Hamburg,2581.41,2026-03-30
SH-00281,CAR023,sea_lcl,Felixstowe,Antwerp,501.19,2026-03-31
SH-00707,CAR012,air,Heathrow,Frankfurt,4405.88,2026-03-31
SH-01034,CAR012,air,Heathrow,Dubai,5983.0,2026-03-31
SH-01165,CAR018,parcel,Multiple UK,Multiple UK,12834.71,2026-03-31
SH-01406,CAR014,sea_fcl,Felixstowe,Shanghai,3420.74,2026-03-31
SH-00080,CAR012,air,Heathrow,Singapore,9403.82,2026-04-01
SH-00561,CAR002,road_ftl,Birmingham,Glasgow,1157.69,2026-04-01
SH-01203,CAR018,parcel,Multiple UK,Multiple UK,15597.36,2026-04-01
SH-01084,CAR010,road_ftl,Birmingham,Lyon,2868.45,2026-04-02
SH-01377,CAR002,road_ltl,Coventry,Lyon,1048.5,2026-04-02
SH-00309,CAR010,road_ftl,Coventry,Lyon,2168.58,2026-04-03
SH-00407,CAR018,parcel,Multiple UK,Multiple UK,10520.43,2026-04-03
SH-00212,CAR002,road_ltl,Manchester,Hamburg,1174.04,2026-04-04
SH-01154,CAR005,sea_fcl,Liverpool,New York,2477.13,2026-04-04
SH-00207,CAR001,road_ftl,Manchester,Hamburg,2568.59,2026-04-05
SH-00446,CAR009,road_pallet_network,Birmingham,Glasgow,1261.08,2026-04-05
SH-01273,CAR012,air,Heathrow,Dubai,6020.95,2026-04-05
SH-01494,CAR012,air,Heathrow,Dubai,6233.08,2026-04-05
SH-00182,CAR005,sea_fcl,Felixstowe,Shanghai,3425.88,2026-04-06
SH-00796,CAR005,sea_fcl,Felixstowe,Shanghai,3308.05,2026-04-06
SH-01187,CAR014,sea_fcl,Liverpool,New York,2630.55,2026-04-06
SH-00389,CAR009,road_pallet_network,Birmingham,Manchester,374.12,2026-04-07
SH-00550,CAR003,sea_fcl,Felixstowe,Singapore,3180.74,2026-04-07
SH-00702,CAR002,road_ltl,Birmingham,Lyon,1137.79,2026-04-07
SH-00730,CAR023,sea_lcl,Cardiff,Naples,1495.29,2026-04-07
SH-00752,CAR014,sea_fcl,Felixstowe,Hong Kong,3280.11,2026-04-07
SH-00253,CAR002,road_ftl,Birmingham,Hamburg,2483.25,2026-04-08
SH-00328,CAR001,road_ltl,Coventry,Lyon,1056.02,2026-04-08
SH-00329,CAR002,road_ltl,Birmingham,Lyon,1230.39,2026-04-08
SH-00331,CAR005,sea_fcl,Felixstowe,Shanghai,3302.55,2026-04-08
SH-01147,CAR003,sea_fcl,Felixstowe,Hong Kong,3385.14,2026-04-08
SH-00415,CAR005,sea_fcl,Felixstowe,Singapore,3180.93,2026-04-09
SH-00969,CAR003,sea_fcl,Felixstowe,Singapore,3036.41,2026-04-09
SH-01450,CAR014,sea_fcl,Felixstowe,Hong Kong,3112.98,2026-04-09
SH-00022,CAR009,road_pallet_network,Birmingham,Newcastle,885.05,2026-04-10
SH-00703,CAR003,sea_fcl,Felixstowe,Shanghai,3432.31,2026-04-10
SH-00909,CAR018,parcel,Multiple UK,Multiple UK,15682.71,2026-04-10
SH-00184,CAR018,parcel,Multiple UK,Multiple UK,11408.62,2026-04-11
SH-00284,CAR010,road_ftl,Birmingham,Lyon,2703.1,2026-04-11
SH-00355,CAR004,air,Heathrow,Dubai,5644.88,2026-04-11
SH-00457,CAR003,sea_fcl,Liverpool,New York,2675.32,2026-04-11
SH-00469,CAR007,road_temp_controlled,Manchester,Hamburg,2580.69,2026-04-11
SH-00798,CAR004,air,Heathrow,Dubai,5787.55,2026-04-11
SH-01130,CAR014,sea_fcl,Felixstowe,Shanghai,3227.79,2026-04-11
SH-01223,CAR005,sea_fcl,Felixstowe,Hong Kong,3160.4,2026-04-11
SH-01321,CAR014,sea_fcl,Felixstowe,Hong Kong,3536.22,2026-04-11
SH-00869,CAR010,road_ftl,Birmingham,Glasgow,1217.41,2026-04-12
SH-00917,CAR007,road_temp_controlled,Manchester,Hamburg,2677.83,2026-04-12
SH-00976,CAR014,sea_fcl,Felixstowe,Singapore,3049.96,2026-04-12
SH-01056,CAR009,road_pallet_network,Birmingham,Newcastle,718.94,2026-04-12
SH-00153,CAR014,sea_fcl,Liverpool,New York,2462.18,2026-04-13
SH-00377,CAR004,air,Heathrow,Dubai,5983.7,2026-04-13
SH-00762,CAR004,air,Heathrow,Singapore,9526.74,2026-04-13
SH-00031,CAR002,road_ftl,Birmingham,Antwerp,2543.13,2026-04-14
SH-00065,CAR012,air,Heathrow,Frankfurt,4460.2,2026-04-14
SH-01008,CAR003,sea_fcl,Felixstowe,Shanghai,3385.76,2026-04-14
SH-01099,CAR014,sea_fcl,Felixstowe,Shanghai,3320.31,2026-04-14
SH-01263,CAR010,road_ftl,Birmingham,Hamburg,2584.88,2026-04-14
SH-00289,CAR002,road_ftl,Birmingham,Lyon,2246.02,2026-04-15
SH-00507,CAR007,road_temp_controlled,Manchester,Hamburg,2805.29,2026-04-15
SH-01286,CAR009,road_pallet_network,Birmingham,Glasgow,1603.6,2026-04-15
SH-00160,CAR004,air,Heathrow,JFK New York,7129.8,2026-04-16
SH-00244,CAR023,sea_lcl,Cardiff,Naples,1864.54,2026-04-16
SH-00529,CAR002,road_ftl,Birmingham,Hamburg,2383.04,2026-04-16
SH-00531,CAR005,sea_lcl,Felixstowe,Antwerp,645.23,2026-04-16
SH-00789,CAR012,air,Heathrow,JFK New York,7303.89,2026-04-16
SH-01169,CAR005,sea_fcl,Felixstowe,Hong Kong,3183.75,2026-04-16
SH-01330,CAR012,air,Heathrow,JFK New York,6928.71,2026-04-16
SH-00315,CAR005,sea_lcl,Cardiff,Naples,1632.31,2026-04-17
SH-00517,CAR007,road_temp_controlled,Manchester,Stockholm,3838.17,2026-04-17
SH-00797,CAR012,air,Heathrow,Dubai,5637.6,2026-04-17
SH-00876,CAR014,sea_fcl,Felixstowe,Hong Kong,3394.52,2026-04-17
SH-00981,CAR007,road_temp_controlled,Manchester,Hamburg,2635.77,2026-04-17
SH-01070,CAR007,road_temp_controlled,Manchester,Stockholm,4178.73,2026-04-17
SH-01157,CAR002,road_ftl,Manchester,Hamburg,3093.58,2026-04-17
SH-01210,CAR009,road_pallet_network,Birmingham,Newcastle,704.94,2026-04-17
SH-01257,CAR001,road_ltl,Manchester,Hamburg,1373.44,2026-04-17
SH-01281,CAR010,road_ftl,Manchester,Hamburg,2793.36,2026-04-17
SH-00138,CAR002,road_ltl,Coventry,Madrid,1432.02,2026-04-18
SH-00165,CAR003,sea_fcl,Felixstowe,Hong Kong,3319.06,2026-04-18
SH-00282,CAR002,road_ftl,Birmingham,Glasgow,1777.39,2026-04-18
SH-00465,CAR009,road_pallet_network,Birmingham,Glasgow,1401.33,2026-04-18
SH-00947,CAR023,sea_lcl,Cardiff,Naples,1622.42,2026-04-18
SH-00940,CAR002,road_ltl,Birmingham,Glasgow,555.49,2026-04-19
SH-01132,CAR002,road_ftl,Coventry,Madrid,3192.08,2026-04-19
SH-00003,CAR003,sea_fcl,Felixstowe,Singapore,3158.01,2026-04-20
SH-00071,CAR014,sea_fcl,Felixstowe,Singapore,2933.4,2026-04-20
SH-00149,CAR004,air,Heathrow,Singapore,9789.74,2026-04-20
SH-00471,CAR005,sea_fcl,Felixstowe,Shanghai,3318.37,2026-04-20
SH-00776,CAR023,sea_lcl,Cardiff,Naples,1660.99,2026-04-20
SH-00819,CAR018,parcel,Multiple UK,Multiple UK,11233.48,2026-04-20
SH-00991,CAR002,road_ftl,Manchester,Hamburg,2725.82,2026-04-20
SH-01151,CAR002,road_ftl,Birmingham,Munich,2635.24,2026-04-20
SH-00257,CAR012,air,Heathrow,JFK New York,7180.21,2026-04-21
SH-00335,CAR009,road_pallet_network,Birmingham,Manchester,556.99,2026-04-21
SH-00412,CAR007,road_temp_controlled,Manchester,Oslo,4286.07,2026-04-21
SH-00434,CAR002,road_ltl,Manchester,Hamburg,1254.76,2026-04-21
SH-00450,CAR012,air,Heathrow,JFK New York,7495.63,2026-04-21
SH-00523,CAR018,parcel,Multiple UK,Multiple UK,12333.01,2026-04-21
SH-00563,CAR012,air,Heathrow,Dubai,6055.49,2026-04-21
SH-00800,CAR010,road_ftl,Birmingham,Antwerp,2529.19,2026-04-21
SH-00100,CAR002,road_ltl,Manchester,Hamburg,1308.61,2026-04-22
SH-00885,CAR007,road_temp_controlled,Manchester,Hamburg,2675.49,2026-04-22
SH-01073,CAR012,air,Heathrow,Frankfurt,4472.95,2026-04-22
SH-01229,CAR001,road_ftl,Birmingham,Lyon,2933.52,2026-04-22
SH-01444,CAR003,sea_fcl,Liverpool,New York,2530.11,2026-04-22
SH-00587,CAR010,road_ftl,Birmingham,Lyon,2207.5,2026-04-23
SH-01192,CAR002,road_ltl,Birmingham,Munich,1462.85,2026-04-23
SH-01432,CAR018,parcel,Multiple UK,Multiple UK,14280.02,2026-04-23
SH-01452,CAR018,parcel,Multiple UK,Multiple UK,10486.38,2026-04-23
SH-00518,CAR007,road_temp_controlled,Manchester,Oslo,3644.68,2026-04-24
SH-01438,CAR023,sea_lcl,Cardiff,Genoa,1344.82,2026-04-24
SH-00339,CAR009,road_pallet_network,Birmingham,Manchester,578.38,2026-04-25
SH-00476,CAR001,road_ftl,Birmingham,Lyon,2777.03,2026-04-25
SH-00581,CAR023,sea_lcl,Cardiff,Naples,1543.24,2026-04-25
SH-00737,CAR003,sea_fcl,Felixstowe,Singapore,2861.58,2026-04-25
SH-00840,CAR003,sea_fcl,Felixstowe,Singapore,3192.83,2026-04-25
SH-01285,CAR007,road_temp_controlled,Manchester,Hamburg,3139.31,2026-04-25
